URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url11,https://www.spiceupthecurry.com/aloo-bhujia-recipe-aloo-sev/,3.0,1027,636,2.151,0.463,2017-10-09T21:50:40,2017-10-09T21:50:40,2019-06-17T20:48:58,oil - machine - bhujiya - recipe - using - aloo - taste - soft - dough - add - sev - bhujia,Aloo Bhujia Recipe (Aloo Sev Recipe) How to make Aloo Bhujiya Sev,"Aloo Bhujia Recipe - This crispy aloo sev is perfect savory tea-time snack or Diwali namkeen. Make a big batch, store in container and enjoy it for weeks."
url12,https://www.spiceupthecurry.com/aloo-chana-recipe-aloo-chole/,2.9,1119,617,3.951,0.778,2015-12-22T08:05:44,2015-12-22T08:05:44,2019-02-22T10:48:49,cook - recipe - till - aloo - masala - water - pressure - chole - add - chana - punjabi - powder,Aloo chana recipe (Aloo chole recipe) Punjabi aloo chana masala,Aloo chana recipe or aloo chole recipe with step by step photos - boiled potatoes and chickpeas are simmered in punjabi style onion-tomato gravy
url13,https://www.spiceupthecurry.com/aloo-gobi-matar-curry/,2.3,906,492,6.23,1.148,2013-09-11T14:46:10,2013-09-11T14:46:10,2018-10-10T11:04:13,recipe - gravy - matar - aloo - step - paste - water - vegetable - add - gobi - curry - powder,"Aloo gobi matar recipe (How to make aloo gobi matar gravy, curry recipe)","Aloo gobi matar recipe - a Punjabi style dish made from potato, peas and cauliflower with typical onion-tomato gravy."
url14,https://www.spiceupthecurry.com/aloo-gobi-recipe/,2.3,847,479,2.984,1.392,2016-12-09T17:05:45,2016-12-09T17:05:45,2018-07-13T16:08:32,recipe - till - sabzi - aloo - potatoes - lid - dry - cauliflower - add - spices - gobi - mix,"Aloo gobi recipe (How to make aloo gobi), Dry aloo gobi sabzi recipe",Aloo gobi recipe - a healthy dry vegetable preparation aka sabzi made from potatoes and cauliflower. This goes perfect with phulka roti.
url15,https://www.spiceupthecurry.com/aloo-ki-subzi-recipe-for-fasting/,1.7,707,356,7.137,0.208,2012-10-15T12:55:08,2012-10-15T12:55:08,2019-09-18T21:44:24,recipe - sabzi - aloo - wale - ke - ki - add - rajgira - pressure - sabji - vrat,Vrat wale Aloo ki Sabji (Vrat ke Aloo Recipe) - Spice Up The Curry,Vrat wale aloo ki sabji recipe - This is potato side dish made in the pressure cooker for Navratri vrat. It known as Vrat ke aloo recipe.
url16,https://www.spiceupthecurry.com/aloo-matar-recipe-punjabi-style/,2.5,974,539,3.616,0.707,2016-04-22T17:39:54,2016-04-22T17:39:54,2019-03-20T13:12:47,cook - recipe - gravy - matar - aloo - let - serve - style - pressure - add - punjabi - mix,Aloo matar recipe | Punjabi style aloo matar gravy - Spice Up The Curry,Aloo matar recipe - This is punjabi style of making aloo mutter gravy. This is made in pressure cooker only. Hence this can be done very quickly.
url17,https://www.spiceupthecurry.com/aloo-methi-recipe/,3.3,1041,710,7.649,0.348,2012-04-11T14:18:21,2012-04-11T14:18:21,2019-07-29T15:04:07,cook - recipe - methi - sabzi - aloo - potatoes - till - leaves - add - bitter - mix,Aloo methi recipe (How to make aloo methi) Methi Aloo sabzi recipe,Aloo methi recipe with step by step photos - a dry vegetable side dish goes well with roti or phulka. It is Punjabi style aloo methi recipe
url18,https://www.spiceupthecurry.com/aloo-pakora-recipe-aloo-bajji/,2.7,1018,580,6.389,1.392,2013-07-15T15:01:55,2013-07-15T15:01:55,2018-07-13T13:45:45,oil - recipe - bhajji - potatoes - aloo - rice - hot - slice - potato - water - batter - pakora,"Aloo pakora recipe (How to make aloo pakora), aloo bhajji, potato pakora","Aloo pakora or aloo bajji recipe - thin potato slices are coated with besan, rice flour batter and the deep fried till crisp. You can call this potato fritters, batata bhajia."
url19,https://www.spiceupthecurry.com/aloo-palak-paratha-recipe/,2.8,1014,603,3.816,2.104,2016-02-09T11:40:33,2016-02-09T11:40:33,2017-10-26T08:57:18,green - recipe - using - aloo - palak - smooth - makes - spinach - dough - small - paratha - added,Aloo palak paratha recipe (How to make aloo palak paratha recipe),"Aloo palak paratha recipe - Simple, easy to make paratha (not stuffed). Spinach puree and boiled potato with few spices are added in the atta and made into dough to make paratha."
url20,https://www.spiceupthecurry.com/aloo-palak-recipe-aloo-palak-gravy/,2.6,967,547,5.773,1.392,2014-02-25T00:44:30,2014-02-25T00:44:30,2018-07-13T14:03:58,green - recipe - gravy - potatoes - aloo - till - let - palak - spinach - potato - add - curry,"Aloo Palak Recipe (Aloo palak gravy recipe, potato spinach curry)",Aloo Palak recipe - boiled potatoes are simmered in spinach gravy which has smooth and silky gravy with mild spicy taste.
url21,https://www.spiceupthecurry.com/aloo-palak-subzi-recipe/,2.2,791,467,7.345,0.644,2012-07-31T12:11:28,2012-07-31T12:11:28,2019-04-12T13:45:53,tomatoes - recipe - cook - sabzi - aloo - potatoes - till - palak - spinach - dry - add,Aloo Palak Sabzi Recipe (How to make dry aloo palak recipe),"Aloo palak sabzi recipe with step by step photos - very healthy, homey and delicious dry vegetable dish. Best goes with roti or phulka."
url22,https://www.spiceupthecurry.com/aloo-paneer-recipe/,2.9,1097,623,2.321,0.707,2017-08-08T16:17:14,2017-08-08T16:17:14,2019-03-20T13:09:52,onion - cook - recipe - oil - gravy - aloo - till - paste - paneer - add - curry - mix,Aloo Paneer Recipe (How to make Aloo Paneer Curry Recipe),"Aloo Paneer Recipe - Delicious, flavorful Punjabi style of curry dish that goes perfect with tandoori roti or naan. Or it can be served with rice."
url23,https://www.spiceupthecurry.com/aloo-paratha-recipe/,4.3,1252,917,5.521,0.682,2014-05-28T17:29:18,2014-05-28T17:29:18,2019-03-29T13:39:09,recipe - potatoes - aloo - using - stuffing - smooth - making - rolling - soft - dough - paratha - punjabi,Aloo paratha recipe (How to make punjabi aloo paratha),"This is the BEST and easy to make punjabi aloo paratha recipe with step by step photos. Serve this breakfast with yogurt, chutney and pickle."
url24,https://www.spiceupthecurry.com/aloo-puri-recipe/,2.3,1105,489,4.644,1.392,2015-04-13T13:58:47,2015-04-13T13:58:47,2018-07-13T14:17:16,heat - recipe - potatoes - aloo - poori - let - puri - breakfast - step - add - punjabi - powder - mix,Aloo Puri Recipe (How to make aloo puri recipe) Punjabi Aloo Poori,Aloo puri recipe with step by step photos - Punjabi breakfast recipe. Spicy potato gravy and puffed hot puris. It is the best combo.
url25,https://www.spiceupthecurry.com/aloo-shimla-mirch-capsicum-with-potatoes/,1.8,706,389,7.375,0.463,2012-07-20T11:47:24,2012-07-20T11:47:24,2019-06-17T20:42:22,recipe - capsicum - pepper - aloo - shimla - potato - fry - add - spices - pan - mirch,Aloo Shimla Mirch Recipe (How to make Aloo capsicum fry recipe),Aloo shimla mirch recipe aka aloo capsicum fry recipe - this is dry preparation of potatoes and capsicum with few spices.
url26,https://www.spiceupthecurry.com/aloo-suva-subzi-recipe/,1.8,633,376,6.364,2.107,2013-07-24T13:14:13,2013-07-24T13:14:13,2017-10-25T21:35:53,recipe - till - potatoes - suva - aloo - sabzi - bhaji - leaves - used - add - dill - mix,"Aloo suva sabzi recipe (How to make aloo suva), Potatoes with dill leaves",Aloo suva Subzi recipe is my last dill leaves recipe for now. I have shared all the variations using suva bhaji which my mom makes it and I grew up eating these in season.
url27,https://www.spiceupthecurry.com/aloo-tamatar-ki-sabzi/,2.4,919,505,4.318,1.392,2015-08-10T22:17:25,2015-08-10T22:17:25,2018-07-13T14:57:26,recipe - sabzi - aloo - puri - minutes - ki - potato - cooker - pressure - add - curry - powder - tamatar,Aloo tamatar ki sabzi (Aloo curry recipe in pressure cooker),"Aloo tamatar ki sabzi recipe with step by step. potatoes in thin, spicy, flavorful gravy. This punjabi aloo curry is made in pressure cooker"
url28,https://www.spiceupthecurry.com/aloo-tikki-burger-recipe/,4.3,1282,919,5.353,1.392,2014-07-28T17:34:32,2014-07-28T17:34:32,2018-07-13T14:10:00,recipe - aloo - burger - patties - used - potato - peas - tikki - patty - veggies,Aloo Tikki Burger Recipe (How to make aloo tikki burger at home),"Aloo tikki burger recipe - crispy potato patties between the burger buns, topped with cheese slice, tomato, onion and lettuce w/ mayonnaise, ketchup"
url29,https://www.spiceupthecurry.com/aloo-tikki-chole-recipe/,3.5,1198,751,4.614,0.778,2015-04-24T09:29:37,2015-04-24T09:29:37,2019-02-22T10:42:24,green - recipe - aloo - chutney - tablespoons - tikki - chole - chaat - add - sev - recipes,Aloo Tikki Chole Recipe | Aloo tikki chaat | Chole tikki chaat,"Aloo tikki chole recipe also called chole tikki chaat. Aloo patties are topped with spicy punjabi chole, green chutney, meethi chutney, sev"
url30,https://www.spiceupthecurry.com/aloo-tikki-recipe/,3.6,1110,772,7.888,0.348,2012-01-15T17:15:46,2012-01-15T17:15:46,2019-07-29T09:22:44,green - oil - recipe - tikkis - potatoes - aloo - shallow - crispy - patties - little - peas - tikki - layer,Aloo Tikki Recipe (Aloo Patties Recipe) How to make Crispy Aloo Tikki,Aloo Tikki Recipe with step by step photos (crispy outside and soft inside) - This popular snack or street food also called aloo patties. These tikkis can be shallow fried for health conscious people or can be deep fried for indulging taste. Served with green chutney and ketchup.
url31,https://www.spiceupthecurry.com/amrakhand-recipe-mango-shrikhand/,3.3,1131,693,3.564,1.392,2016-05-11T14:29:21,2016-05-11T14:29:21,2018-07-13T15:13:55,saffron - recipe - milk - pulp - mango - thick - amrakhand - add - shrikhand - yogurt,Amrakhand recipe | How to make mango shrikhand recipe,Amrakhand recipe or Mango shrikhand recipe - A variation to the plain shrikhand recipe. This is the popular version in Maharashtra.
url32,https://www.spiceupthecurry.com/amritsari-chole-recipe/,2.7,1037,575,3.836,0.778,2016-02-02T15:15:46,2016-02-02T15:15:46,2019-02-22T15:40:11,heat - recipe - till - masala - soft - water - chole - add - chana - amritsari - powder,Amritsari Chole Recipe (How to make amritsari chole masala recipe),"Amritsari chole recipe - boiled white chickpeas are slowly simmered with onion, tomato and spices. It is served with amritsari kulcha."
url33,https://www.spiceupthecurry.com/amti-recipe-maharashtrian-amti-dal-recipe/,2.5,897,526,5.381,2.107,2014-07-18T20:49:47,2014-07-18T20:49:47,2017-10-25T22:07:06,recipe - let - maharashtrian - amti - dal - masala - water - pressure - medium - add - tamarind,Amti recipe (How to make Maharashtrian Amti Dal Recipe),"Maharashtrian amti recipe - The meaning of amti is ‘any curry or dal dish which has acidic ingredient, in this case tamarind’. A bowl of amti dal and plain rice is such a healthy and light meal."
url34,https://www.spiceupthecurry.com/arbi-chips-recipe-fried-arbi/,2.6,897,553,4.151,0.468,2015-10-10T10:55:09,2015-10-10T10:55:09,2019-06-15T07:40:46,oil - fasting - recipe - crispy - chips - slices - arbi - taro - powder - fried - warm,"Arbi chips recipe (Fried arbi recipe), Taro chips recipe","Arbi chips recipe or fried arbi recipe. boiled, sliced colocasia roots are deep fried in the oil,Few spices are sprinkled on top of the chips"
url35,https://www.spiceupthecurry.com/asparagus-subzi-recipe/,2.8,998,601,6.578,1.148,2013-05-07T14:55:51,2013-05-07T14:55:51,2018-10-10T11:03:48,cook - recipe - till - chopped - asparagus - indian - style - vegetable - add - curry - powder - subzi,Asparagus Subzi Recipe | Indian style asparagus curry recipe,Asparagus Subzi Recipe with step by step photos - This is dry stir-fry preparation of asparagus recipe Indian style. Goes perfect with roti/paratha/naan.
url36,https://www.spiceupthecurry.com/atte-ka-halwa-recipe/,3.7,1057,787,4.732,0.134,2015-03-12T14:51:48,2015-03-12T14:51:48,2019-10-15T10:17:12,atta - heat - recipe - wheat - halwa - ghee - sugar - used - sides - flour - ka - pan - aate,Aate Ka Halwa (Atta Halwa) Wheat Flour Halwa - Spice Up The Curry,This aate ka halwa (atta halwa) is a popular North Indian halwa recipe made from wheat flour. Hence the name wheat flour halwa.
url37,https://www.spiceupthecurry.com/avakaya-pachadi-recipe/,4.6,873,970,0.488,0.468,2019-06-08T12:05:54,2019-06-08T12:05:54,2019-06-15T17:57:46,oil - recipe - mango - jar - dry - seeds - avakaya - pickle - andhra - powder - pachadi,Avakaya Pachadi Recipe (Andhra Mango Pickle) - Spice Up The Curry,The BEST recipe for easy Avakaya Pachadi. This homemade Andhra style mango pickle can be stored up to a year and served as a side dish.
url38,https://www.spiceupthecurry.com/avocado-dip-recipe-indian-style/,1.8,707,391,5.052,1.392,2014-11-15T02:58:36,2014-11-15T02:58:36,2018-07-13T14:13:15,recipe - using - indian - avocado - tortilla - style - add - dip - remove - salt - mix,Avocado dip recipe Indian style (How to make Indian avocado dip recipe),This avocado dip recipe is Indian style. This is great healthy snack with some baked chips. But this time I have served with round tortilla chips.
url39,https://www.spiceupthecurry.com/baby-potato-biryani-recipe/,3.8,1383,807,1.488,0.819,2018-06-08T15:35:22,2018-06-08T15:35:22,2019-02-07T09:35:14,heat - recipe - baby - till - aloo - rice - biryani - potato - water - dum - add - raita - fried,Baby Potato Biryani Recipe (How to make Dum Aloo Biryani),"Baby Potato Biryani Recipe - a dum cooked biryani with tender, soft baby potatoes and fragrant fluffy rice. You are going to love this dum aloo biryani because it is super tasty and full of flavors."
url40,https://www.spiceupthecurry.com/baby-potato-curry-recipe/,2.5,1047,539,4.167,1.392,2015-10-04T15:26:53,2015-10-04T15:26:53,2018-07-13T15:00:32,recipe - baby - potatoes - aloo - let - gravy - potato - add - curry - powder - mix,Baby potato curry recipe (Aloo curry recipe) how to make baby potato curry,Baby potato curry recipe (aloo curry recipe) with step by step photos - boiled baby potatoes are simmered in spicy onion-tomato-yogurt gravy
url41,https://www.spiceupthecurry.com/badam-doodh/,2.9,964,609,3.734,1.392,2016-03-10T13:15:07,2016-03-10T13:15:07,2018-07-13T15:11:17,cardamom - recipe - badam - milk - kesar - soaking - doodh - water - add - almonds - served - powder,"Badam milk recipe (How to make kesar badam milk recipe), Badam doodh",Badam milk recipe or kesar badam milk - Very refreshing and nourishing drink recipe. It is thickened with almond paste and flavored with saffron.
url42,https://www.spiceupthecurry.com/badam-halwa-recipe/,2.4,807,515,6.112,0.211,2013-10-24T22:31:35,2013-10-24T22:31:35,2019-09-17T15:29:59,recipe - halwa - badam - taste - milk - sugar - ghee - halwasheera - water - add - almonds - almond,Badam Halwa Recipe (Almond Halwa/Sheera) - Spice Up The Curry,"Badam halwa recipe or Almond halwa (Sheera) with step by step photos - very rich, heavy Indian sweet recipe usually made during festivals"
url43,https://www.spiceupthecurry.com/bagara-baingan-recipe/,4.8,955,1008,6.345,1.392,2013-07-31T14:52:57,2013-07-31T14:52:57,2018-07-13T13:46:24,cook - recipe - baingan - bagara - hyderabadi - cooked - paste - tablespoon - water - coriander - add,Bagara baingan recipe (How to make Hyderabadi bagara baingan),"Hyderabadi bagara baingan recipe - As the name says, it is one of the popular dishes from Hyderabad. The gravy has nutty and slightly tangy flavor."
url44,https://www.spiceupthecurry.com/baingan-bharta-recipe/,5.5,1110,1172,2.992,1.392,2016-12-06T13:05:42,2016-12-06T13:05:42,2018-07-13T16:08:14,recipe - till - using - baingan - chopped - add - teaspoon - cook - bharta - mix,Baingan bharta recipe (How to make baingan bharta recipe),"Baingan bharta recipe - Roasted, charred on open flame and mashed eggplant is cooked with onion, tomato and very few spices. This is traditional Punjabi recipe."
url45,https://www.spiceupthecurry.com/bajri-vada-recipe/,2.1,836,441,5.789,1.392,2014-02-19T21:26:36,2014-02-19T21:26:36,2018-07-13T14:03:40,bajri - oil - recipe - vada - methi - using - crispy - water - day - vadas - powder,"Bajri vada recipe (How to make bajri na vada), Methi bajri vada recipe","Bajri na vada recipe - One of the traditional Gujarati snacks recipe. It is made from fenugreek leaves, millet flour, and few spices. Bajri na vada recipe - One of the traditional Gujarati snacks recipe. It is made from fenugreek leaves, millet flour, and few spices."
url46,https://www.spiceupthecurry.com/baked-papdi-recipe/,2.6,937,547,4.43,0.145,2015-06-30T13:58:12,2015-06-30T13:58:12,2019-10-11T13:14:32,oven - recipe - using - used - homemade - smooth - baked - water - flour - chaat - papdi - texture - purpose,Baked papdi recipe (Homemade oven baked papdi) - Spice Up The Curry,Healthy Baked papdi recipe - flat puris made with all purpose flour. It is baked in the oven instead of the traditional deep-fry method.
url47,https://www.spiceupthecurry.com/baked-samosa-recipe/,4.1,1571,875,3.104,1.392,2016-10-26T00:21:02,2016-10-26T00:21:02,2018-07-13T16:06:30,oven - recipe - till - texture - healthy - minutes - baked - water - add - tray - samosa - powder,"Baked samosa recipe (How to make samosa in the oven), Healthy samosa","Baked samosa recipe - the HEALTHY version of punjabi samosa made in the oven. To make it complete healthy, I have used whole wheat flour instead of all purpose."
url48,https://www.spiceupthecurry.com/banana-chips-recipe-banana-wafers/,3.2,1067,680,2.203,2.104,2017-09-20T13:33:22,2017-09-20T13:33:22,2017-10-26T09:55:59,oil - heat - recipe - crispy - plantain - wafers - slice - banana - water - chips - add - salt,Banana Chips Recipe (How to make Banana Wafers) Plantain chips,Banana Chips Recipe (Banana Wafers Recipe) - Quick snack recipe made from raw banana or plantain. This is perfect tea time snack.
url49,https://www.spiceupthecurry.com/banana-muffins-egg-less/,2.6,974,559,7.367,0.644,2012-07-23T10:59:10,2012-07-23T10:59:10,2019-04-12T13:41:35,recipe - till - sweet - cinnamon - eggless - sugar - bananas - muffins - banana - egg - vegan - add - step,Eggless Banana Muffins Recipe (No egg and Vegan banana muffins),"Eggless banana muffins recipe - very light, soft and moist muffins recipe with full of banana flavor. These are vegan banana muffins too."
url50,https://www.spiceupthecurry.com/banana-raita-recipe-kele-ka-raita/,2.4,753,510,5.638,2.107,2014-04-15T19:39:28,2014-04-15T19:39:28,2017-10-25T22:01:17,recipe - tadka - yogurt - kele - banana - tempering - add - ka - chili - summer - raita - powder,Banana Raita Recipe (How to make kele ka raita recipe),Banana raita recipe - very cooling and refreshing raita recipe made from sliced bananas and yogurt with cumin-chili tempering on top
url51,https://www.spiceupthecurry.com/banana-sheera-recipe-for-prasad/,2.4,896,503,6.268,0.362,2013-08-28T02:57:41,2013-08-28T02:57:41,2019-07-24T12:44:47,heat - recipe - sheera - satyanarayan - halwa - ghee - pooja - banana - water - sooji - add - prasad,Banana Sheera Recipe (Satyanarayan Prasad) - Spice Up The Curry,The BEST Banana sheera recipe!! Also known as Satyanarayan Prasad Sheera. It is sooji halwa with banana aka banana sooji halwa.
url52,https://www.spiceupthecurry.com/basmati-rice-recipe/,4.7,1312,1000,6.742,0.367,2013-03-08T19:01:29,2013-03-08T19:01:29,2019-07-22T15:54:52,recipe - rice - dal - cooked - minutes - making - soft - water - basmati - cook - perfect - step,How To Cook PERFECT Basmati Rice Recipe - Spice Up The Curry,"The complete guide on how to cook basmati rice. You will get perfect, fluffy, every rice grain is separated by following this method."
url53,https://www.spiceupthecurry.com/basundi/,3.3,913,691,7.474,0.463,2012-06-14T11:39:10,2012-06-14T11:39:10,2019-06-17T19:20:19,recipe - gujarati - sweet - milk - sugar - traditional - wide - boiling - add - quantity - pan - basundi,Basundi Recipe (Traditional Gujarati Sweet) - Spice Up The Curry,"Basundi recipe with step by step photos - Sweetened and thickened milk with chopped nuts, flavored with cardamom and saffron."
url54,https://www.spiceupthecurry.com/batata-poha-recipe/,2.1,872,437,5.655,2.107,2014-04-09T13:57:44,2014-04-09T13:57:44,2017-10-25T22:01:08,heat - recipe - bataka - aloo - potatoes - crunchy - pauaa - leaves - batata - peanuts - add - poha - step,"Batata poha recipe (How to make batata poha), Aloo poha, Bataka pauaa","Batata poha recipe or aloo poha recipe - One of the popular snack or breakfast recipe from Gujarat and Maharashtra. In Gujarati, many people call it bataka pauaa."
url55,https://www.spiceupthecurry.com/batata-vada/,3.2,1207,678,3.345,0.471,2016-07-30T00:44:58,2016-07-30T00:44:58,2019-06-14T21:15:57,oil - heat - recipe - vada - potatoes - till - street - food - batata - mumbai - batter - add - mix,Batata vada recipe (How to make batata vada) Mumbai street food,Batata vada recipe - one of my favorite and one of the popular Mumbai street food. This can be eaten as a snack with chutney or used in making vada pav.
url56,https://www.spiceupthecurry.com/batatyachi-bhaji-recipe/,2.3,790,482,5.304,0.411,2014-08-15T17:19:41,2014-08-15T17:19:41,2019-07-06T14:34:32,cook - recipe - till - potatoes - batatyachi - onions - aloo - bhaji - maharashtrian - potato - add - purpose,Batatyachi Bhaji Recipe (Maharashtrian Potato Bhaji) - Spice Up The Curry,Batatyachi bhaji recipe or potato bhaji (step by step photos) - dry potato sabji from Maharashtra. Serve with poori or roti.
url57,https://www.spiceupthecurry.com/bedmi-aloo-recipe/,3.7,756,794,2.047,2.047,2017-11-16T19:49:02,2017-11-16T19:49:02,2017-11-16T19:49:02,cook - recipe - gravy - sabzi - aloo - potatoes - puri - ki - seeds - teaspoon - add - bedmi - powder,Bedmi Aloo Recipe (Bedmi Puri with Aloo ki Sabzi),"Bedmi Aloo Recipe - Spicy, delicious, chatpati potato gravy is served with bedmi puri. This is popular North Indian breakfast dish."
url58,https://www.spiceupthecurry.com/bedmi-puri-recipe/,2.3,867,495,2.047,1.392,2017-11-16T15:06:24,2017-11-16T15:06:24,2018-07-13T16:22:48,pithi - recipe - aloo - poori - crispy - puri - dal - urad - smooth - dough - water - bedmi,Bedmi Puri Recipe (How to make Bedmi Poori) Crispy Urad Dal Puri,Bedmi Puri Recipe - a coarse urad dal paste aka pithi is made and added into the dough to make pooris. So it is also known as urad dal puri.
url59,https://www.spiceupthecurry.com/beet-greens-dal/,2.9,1062,613,6.312,0.707,2013-08-12T20:03:48,2013-08-12T20:03:48,2019-03-20T13:16:03,recipe - let - greens - leaves - dal - beetroot - moong - cooker - water - pressure - beet - add,Beet greens dal recipe (How to make beetroot leaves dal recipe),"Beet greens dal recipe - This healthy, homey dal is made in pressure cooker. Yes, it is made in just one pot aka cooker. This is very easy and quick to make."
url60,https://www.spiceupthecurry.com/beetroot-halwa/,4.5,897,945,0.342,0.156,2019-07-31T11:21:29,2019-07-31T11:21:29,2019-10-07T11:51:49,recipe - till - halwa - milk - sugar - beetroot - ghee - g - add - stirring - best,Beetroot Halwa Recipe {BEST Ever!} - Spice Up The Curry,"Beetroot halwa recipe - Try this healthy, nutritious, delicious sweet for the next festival or make it for your kids/toddlers."
url61,https://www.spiceupthecurry.com/beetroot-paratha-recipe/,3.2,1115,670,2.238,1.362,2017-09-07T18:11:33,2017-09-07T18:11:33,2018-07-24T15:18:37,oil - recipe - using - stuffing - beetroot - add - dough - paratha - cook - raita - raw,Beetroot Paratha Recipe (How to make Beetroot Paratha - Stuffed Version),"Beetroot Paratha Recipe - This is the stuffed version where stuffing mixture is made from grated beetroot, boiled potatoes and some spices."
