URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url11,https://www.whiskaffair.com/achari-aloo/,3.4,697,717,1.452,0.515,2018-06-21T01:18:31,2018-06-21T01:18:31,2019-05-29T13:25:12,add - seeds - tsp - dish - chilli - masala - cumin - aloo - achari - powder,Achari Aloo (Potatoes in Pickle Masala) Step by Step + Video - Whiskaffair,Achari Aloo is a potato dish made using pickling spices. Slightly tangy & spicy flavours make this dish very special. Pair it with Indian bread.
url12,https://www.whiskaffair.com/achari-chana-pulao-recipe/,3.2,664,683,2.068,0.468,2017-11-08T03:47:29,2017-11-08T03:47:29,2019-06-15T12:52:43,add - minutes - cup - rice - chana - masala - pulao - serve - achari - recipe,Achari Chana Pulao Recipe (Pickled Kabuli Chana Pulao) - Whiskaffair,"A completely different take on how to serve Chana and a platter of rice together, Achari Chana Pulao Recipe is an interesting recipe that tastes delicious."
url13,https://www.whiskaffair.com/achari-chole-chickpeas-curry-with-pickling-spices/,2.6,532,556,4.485,1.11,2015-06-10T01:35:15,2015-06-10T01:35:15,2018-10-24T04:20:20,seeds - add - minutes - tsp - till - masala - chole - water - curry - achari,Achari Chole Recipe (Chickpeas with Pickling Spices) - Whiskaffair,Achari chole is a delicious Chickpea curry made using pickling spices. Here is a simple and easy to make recipe to make Achari Chole.
url14,https://www.whiskaffair.com/achari-gobhi/,4.2,836,883,1.214,0.808,2018-09-16T10:41:00,2018-09-16T10:41:00,2019-02-11T02:57:03,add - fry - gobhi - masala - tbsp - sabzi - oil - achari - recipe - powder,Achari Gobhi Recipe (Cauliflower with Pickling Spices) - Whiskaffair,"Achari Gobhi is a lipsmacking variation of the regular gobhi sabzi that you make at home. Serve with piping hot rotis and rice, you would love it!"
url15,https://www.whiskaffair.com/achari-masala/,4.3,896,916,1.877,0.444,2018-01-17T11:18:00,2018-01-17T11:18:00,2019-06-24T12:12:50,seeds - spices - dry - red - used - homemade - tsp - masala - best - video - pickle - achari - powder - step,Best Homemade Achari Masala (Step by Step + Video) - Whiskaffair,Achari Masala is a mix of Indian spices which is used to pickle variety of ingredients. This masala can be used to flavor various curries and starters.
url16,https://www.whiskaffair.com/achari-palak-moong-dal/,2.8,591,594,3.718,0.192,2016-03-16T02:25:07,2016-03-16T02:25:07,2019-09-24T10:46:34,add - minutes - red - rice - tsp - palak - moong - dal - tbsp - achari,Achari Palak Moong Dal (Lentil with Spinach & Pickle Spices) - Whiskaffair,"Achari Palak Moong Dal is a very healthy, nutritious and protein rich lentil curry with a unique flavour that goes well with rice,rotis. Here's its recipe."
url17,https://www.whiskaffair.com/achari-paneer-paneer/,4.4,899,936,0.734,0.477,2019-03-10T01:27:21,2019-03-10T01:27:21,2019-06-12T14:10:05,add - paneer - slightly - seeds - style - dry - restaurant - tsp - masala - tbsp - oil - achari - recipe - step,Restaurant Style Achari Paneer Recipe (Step by Step) - Whiskaffair,"Achari paneer is an Indian cottage cheese curry made using pickling spices. Slightly tangy and full of flavors, this curry goes perfect with Indian breads."
url18,https://www.whiskaffair.com/achari-paneer-tikka/,4.6,954,985,1.373,1.049,2018-07-20T11:26:28,2018-07-20T11:26:28,2018-11-15T04:51:27,minutes - paneer - heat - marinated - tikka - marinade - masala - grill - achari - recipe,Achari Paneer Tikka Recipe (With Homemade Achari Masala) - Whiskaffair,Achari Paneer tikka is a delicious starter made with paneer (Indian Cottage Cheese) marinated in an achari (Pickle spices) marinade.
url19,https://www.whiskaffair.com/achari-turai/,2.2,457,463,2.975,0.186,2016-12-12T11:19:22,2016-12-12T11:19:22,2019-09-26T04:06:09,add - vegan - free - gourd - minutes - whiskaffair - gluten - vegetable - tsp - chilli - masala - video - turai - tangy - achari - recipe - ridge,"Tangy Achari Turai Recipe (Vegan, Gluten Free) + Video- Whiskaffair","Achari Turai is a spicy delicious dish prepared using Turai, Courgette or Ridge Gourd which is high on nutrients and very healthy."
url20,https://www.whiskaffair.com/achari-veg-pulao/,3.4,680,715,2.756,0.014,2017-03-02T02:10:11,2017-03-02T02:10:11,2019-11-28T07:46:22,add - fry - cup - rice - cook - veg - masala - pulao - pickle - achari - recipe - healthy - step,Healthy Achari Veg Pulao Recipe (Step By Step) - Whiskaffair,"Filled with the goodness of vegetables, spices, herbs and of course, the achar, Achari Veg Pulao is easy to prepare as well and delicious to taste."
url21,https://www.whiskaffair.com/adrak-wali-chai-ginger-tea/,5.6,1154,1191,1.079,0.178,2018-11-04T09:00:07,2018-11-04T09:00:07,2019-09-29T03:05:22,add - indian - tea - ginger - let - water - chai - best - boil - milk - recipe - powder - adrak - step,Best Indian Ginger Tea (Adrak Chai) Step by Step - Whiskaffair,Ginger Tea is a very invigorating beverage to start your day with. Simmered with fresh ginger root this tea gives a great boost to your mood.
url22,https://www.whiskaffair.com/ajwain-paratha-recipe/,4.7,951,995,0.721,0.115,2019-03-15T03:57:26,2019-03-15T03:57:26,2019-10-22T04:50:08,paratha - indian - apply - cook - wise - circle - crispy - dough - oil - recipe - ajwain - step,Crispy Ajwain Paratha Recipe (Step by Step) - Whiskaffair,"In this Ajwain Paratha Recipe, addition of Ajwain in the dough takes it a notch higher taste wise and also health wise. Make it for breakfast or snacks."
url23,https://www.whiskaffair.com/akuri-recipe/,3.2,661,680,2.016,0.351,2017-11-27T12:42:17,2017-11-27T12:42:17,2019-07-28T12:26:13,add - eggs - tsp - egg - parsi - life - scrambled - seconds - recipe - akuri,Akuri Recipe ( Parsi Style Scrambled Eggs ) - Whiskaffair,The Parsi way of life is to live it to the fullest by relishing good food. Akuri recipe is more like scrambled eggs that seconds this philosophy.
url24,https://www.whiskaffair.com/al-yakhni/,3.0,648,646,3.299,0.186,2016-08-16T01:12:31,2016-08-16T01:12:31,2019-09-26T02:23:35,add - yogurt - al - gourd - kashmiri - using - yakhni - gravy - oil - powder - bottle,Kashmiri Al Yakhni (Bottle Gourd in Yogurt Gravy) - Whiskaffair,Al Yakhni is a Kashmiri delicacy which is made using bottle gourd and a yogurt based gravy. It is mostly served with Steamed Rice. Here is how to make it.
url25,https://www.whiskaffair.com/allam-avakaya/,2.7,570,581,3.49,0.189,2016-06-07T05:58:31,2016-06-07T05:58:31,2019-09-25T06:56:24,mangoes - mango - style - raw - avakaya - andhra - ginger - allam - pickle - oil,Allam Avakaya (Andhra Styel Mango Pickle with Ginger) - Whiskaffair,Allam Avakaya is a Andhra style Spicy Mango Pickle which has ginger in it apart from the other regular spices. Here is a traditional recipe to make it.
url26,https://www.whiskaffair.com/alleppey-fish-curry/,4.8,993,1023,1.449,0.496,2018-06-22T09:16:40,2018-06-22T09:16:40,2019-06-05T02:22:27,add - minutes - alleppey - raw - cook - water - milk - curry - coconut - fish,Alleppey Fish Curry (Kerala Style Spicy Fish Curry) + Video - Whiskaffair,Alleppey Fish Curry is a Kerala Style spicy Fish Curry which is slightly tangy due to the use of raw mangoes or Tamarind.
url27,https://www.whiskaffair.com/aloo-aur-hare-pyaz-ki-bhujia/,2.9,615,620,3.318,0.186,2016-08-09T02:17:07,2016-08-09T02:17:07,2019-09-26T02:13:08,add - aur - bhujia - garlic - spring - hare - hot - aloo - pyaz - ki,Aloo aur Hare Pyaz Ki Bhujia (Step By Step) - Whiskaffair,Aloo aur Hare Pyaz ki Bhujia is a quintessential Indian sabzi that you must savour at least once in life with piping hot Phulkas. Read its recipe:
url28,https://www.whiskaffair.com/aloo-baingan-recipe/,6.5,1338,1376,0.022,0.022,2019-11-25T10:24:10,2019-11-25T10:24:10,2019-11-25T11:51:45,add - spicy - minutes - cook - baingan - powder - tsp - eggplant - aloo - recipe - potatoes - step,Spicy Aloo Baingan Recipe (Step by Step) - Whiskaffair,Aloo Baingan is a spicy Indian curry recipe made using potatoes and eggplant. Here is how to make Aloo Baingan Recipe at home.
url29,https://www.whiskaffair.com/aloo-bhujia/,3.5,719,752,1.186,0.877,2018-09-26T01:58:00,2018-09-26T01:58:00,2019-01-17T06:11:53,minutes - bhujia - dry - sev - snack - mix - tsp - oil - aloo - recipe - powder,"Aloo Bhujia Sev Recipe (Crunchy, Just like Haldiram's) - Whiskaffair",Aloo Bhujia Sev is an Indian dry snack made with chickpea flour and potatoes. It is a must make during festivities and be easily made at home.
url30,https://www.whiskaffair.com/aloo-chaat/,5.7,1170,1210,0.967,0.162,2018-12-15T06:14:04,2018-12-15T06:14:04,2019-10-05T16:51:33,fry - chaat - coriander - curd - potato - chutneys - ready - chutney - tbsp - video - best - aloo - recipe - potatoes - step,Best Aloo Chaat Recipe (Potato Chaat) Step By Step + Video - Whiskafafir,Aloo Chaat or Potato Chaat is a delicious medley of interesting flavours all in one morsel and reminds you of the flavours of Chandni Chowk.
url31,https://www.whiskaffair.com/aloo-gobi-recipe/,5.6,1144,1189,0.192,0.03,2019-09-24T07:36:05,2019-09-24T07:36:05,2019-11-22T13:03:38,add - punjabi - style - cauliflower - indian - cook - potatoes - gobi - tsp - water - aloo - powder,Punjabi Style Aloo Gobi (Step by Step) - Whiskaffair,"Aloo Gobi is a spicy Indian potato and cauliflower stir fry. It is a vegan, gluten free dish which can be enjoyed with any Indian style bread."
url32,https://www.whiskaffair.com/aloo-gosht-recipe/,4.9,987,1034,1.129,0.844,2018-10-17T02:32:01,2018-10-17T02:32:01,2019-01-29T06:02:38,add - spicy - potato - cook - powder - masala - mutton - best - gosht - curry - aloo - recipe - potatoes - meat,Best Spicy Aloo Gosht Recipe (Mutton Curry with Potato) - Whiskaffair,Aloo Gosht is a spicy meat gravy which has potatoes cooked with lamb or mutton in a thick stew. Pair it with rice or naan for a gastronomic delight.
url33,https://www.whiskaffair.com/aloo-matar-gobhi-ki-tahri-recipe/,4.9,993,1033,0.83,0.742,2019-02-03T11:49:25,2019-02-03T11:49:25,2019-03-07T11:29:54,add - fry - coriander - gobhi - matar - heat - rice - tsp - tahri - dish - pressure - aloo - powder - ki,Aloo Matar Gobhi Ki Tahri Recipe (Step by Step) - Whiskaffair,Aloo Matar Gobhi Ki Tahri is a delicious rice dish from the state of Uttar Pradesh in India. Here is a traditional way to make Aloo Matar Gobhi Ki Tahri.
url34,https://www.whiskaffair.com/aloo-matar-gobi/,3.4,695,720,0.452,0.027,2019-06-21T05:06:38,2019-06-21T05:06:38,2019-11-23T09:16:46,add - peas - matar - cauliflower - tsp - gobi - chilli - sabzi - aloo - powder,Aloo Matar Gobi (Indian Potato Peas Cauliflower Stir Fry) - Whiskaffair,"Aloo Matar Gobi is a simple, homely sabzi made using fresh peas, cauliflower, and potatoes. It can be served with Phulkas as well as Parathas."
url35,https://www.whiskaffair.com/aloo-matar-ki-rasedar-sabzi/,4.4,921,933,3.378,0.134,2016-07-18T02:29:08,2016-07-18T02:29:08,2019-10-15T10:58:58,add - matar - delicious - indian - tsp - sabzi - rasedar - aloo - recipe - potatoes - ki,Best Aloo Matar ki Rasedar Sabzi Recipe - Whiskaffair,"Aloo Matar Ki Rasedar Sabzi is a simple, delicious main course dish that vouches for a wholesome, healthy meal for your family. Read its recipe!"
url36,https://www.whiskaffair.com/aloo-paratha-recipe/,6.9,1408,1462,0.493,0.003,2019-06-06T02:57:52,2019-06-06T02:57:52,2019-12-02T11:09:01,add - minutes - paratha - punjabi - style - cook - filling - homemade - tsp - using - video - dough - aloo - recipe - potatoes,Homemade Punjabi Style Aloo Paratha Recipe + Video - Whiskaffair,"Aloo Paratha is a Punjabi style stuffed flatbread made using whole wheat flour and a spicy potato filling. Serve it for breakfast, brunch or any meal."
url37,https://www.whiskaffair.com/aloo-poha/,6.1,1243,1296,0.932,0.386,2018-12-28T03:23:39,2018-12-28T03:23:39,2019-07-15T15:19:02,poha - add - fry - minutes - peanuts - till - best - oil - aloo - recipe - potatoes - step,The Best Aloo Poha Recipe (Step By Step) - Whiskaffair,"Aloo Poha or Potato Poha is a popular breakfast recipe in Gujarat, Madhya Pradesh and Maharashtra. It is made using beaten rice and is fairly easy to make."
url38,https://www.whiskaffair.com/aloo-posto/,5.1,1047,1085,0.932,0.151,2018-12-28T03:25:46,2018-12-28T03:25:46,2019-10-09T08:02:19,seeds - poppy - add - bengali - potato - let - dish - curry - aloo - authentic - oil - potatoes - posto,Authentic Bengali Aloo Posto (Potato Poppy Seeds Curry) - Whiskaffair,This Authentic Aloo Posto Recipe is a perfect side to enjoy with Luchi or Dal Rice. Here is a recipe of how to make Aloo Posto.
url39,https://www.whiskaffair.com/aloo-sabudana-recipe/,2.0,401,416,4.14,1.151,2015-10-14T12:13:02,2015-10-14T12:13:02,2018-10-09T08:40:52,minutes - add - cup - heat - vrat - sabudana - recipes - tsp - using - aloo - recipe - falahari,Falahari Aloo Sabudana Recipe (Vrat Recipes) - Whiskaffair,Aloo Sabudana is a falahari snack made for vrat. It is made using sago pearls which can be eaten during vrat. Here is how to make Aloo Sabudana.
url40,https://www.whiskaffair.com/aloo-tikki-chaat/,5.8,1226,1220,0.129,0.008,2019-10-17T10:02:57,2019-10-17T10:02:57,2019-11-30T11:53:46,add - tikki - chaat - tamarind - green - chutney - water - aloo - recipe - powder,The Best Aloo Tikki Chaat (Step by Step) - Whiskaffair,Aloo Tikki Chaat is one of the fav chaat dishes. It is a popular street food of India and is loved by many plus it's very easy to make at home too.
url41,https://www.whiskaffair.com/aloo-tikki-recipe/,6.8,1377,1439,0.195,0.008,2019-09-23T04:41:03,2019-09-23T04:41:03,2019-11-30T11:58:08,add - tikki - chaat - coriander - potato - filling - crispy - super - tsp - tbsp - video - oil - aloo - step,Super Crispy Aloo Tikki (Step by Step + Video) - Whiskaffair,Aloo Tikki is a popular Indian street food which is basically crispy and spicy potato patty. It is one of the most popular chaat items.
url42,https://www.whiskaffair.com/aloo-tuk-recipe/,4.0,838,852,0.521,0.148,2019-05-27T01:50:39,2019-05-27T01:50:39,2019-10-10T16:11:28,minutes - fry - traditional - heat - tuk - sindhi - tsp - video - oil - serve - aloo - potatoes - step,Traditional Sindhi Aloo Tuk (Step by Step + Video) - Whiskaffair,Aloo Tuk or Sindhi Tuk is a delicious double fried potato dish that is quite addictive. Eat it as snack or serve it as a side with any meal.
url43,https://www.whiskaffair.com/amritsari-chole-recipe/,7.2,1464,1524,0.764,0.112,2019-02-27T03:26:21,2019-02-27T03:26:21,2019-10-23T13:54:40,minutes - add - dry - amritsari - cook - chana - homemade - masala - chole - water - recipe - step,Amritsari Chole (with homemade chole masala) Step by Step - Whiskaffair,Amritsari Chole Recipe is an authentic punjabi style dark chole recipe which goes well with Bhatura or Kulcha. Here is a traditional recipe to make it.
url44,https://www.whiskaffair.com/amrood-ki-sabzi-recipe/,2.8,590,596,1.403,0.474,2018-07-09T01:58:44,2018-07-09T01:58:44,2019-06-13T02:13:55,guava - amrood - add - curd - cook - rajasthani - tsp - chilli - sabji - curry - recipe - powder - ki,Rajasthani Amrood Ki Sabji Recipe (Guava Curry) - Whiskffair,Amrood Ki Sabji  or guava curry is an unusual Rajasthani curry made using just ripened guava in a curd based gravy. You can pair it with any Indian bread.
url45,https://www.whiskaffair.com/anari-paneer-kofta-recipe/,4.1,842,875,2.126,0.471,2017-10-18T05:32:49,2017-10-18T05:32:49,2019-06-14T11:52:23,add - paneer - seeds - cup - kofta - anari - tbsp - gravy - pomegranate - fresh,Anari Paneer Kofta Recipe ( Step by Step ) - Whiskaffair,"Anari Paneer Kofta has a signature taste of pomegranate seeds rolled as balls with paneer, khoya, spices,potatoes which are served in a toothsome gravy."
url46,https://www.whiskaffair.com/andhra-style-peanut-chutney-powder-palli-podi/,1.4,322,307,3.981,1.562,2015-12-11T11:12:48,2015-12-11T11:12:48,2018-05-12T05:39:48,seeds - slightly - peanuts - dry - style - peanut - chutney - remove - powder - south,Peanut Chutney Powder,"Peanut Chutney Powder, also called Palli Podi is a flavored powder that is paired with idli or dosa, and has peanuts or groundnuts as the main ingredient."
url47,https://www.whiskaffair.com/andhra-style-tomato-garlic-pickle/,3.1,650,665,2.784,0.016,2017-02-20T02:00:32,2017-02-20T02:00:32,2019-11-27T04:55:49,seeds - tamarind - minutes - tomato - style - garlic - andhra - ripe - tomatoes - pickle - oil,Andhra Style Tomato Garlic Pickle Recipe - Whiskaffair,"Made using fresh, ripe tomatoes, methi seeds, garlic and essentially even tamarind, Andhra Style Tomato Garlic Pickle pops us your palate with awesomeness."
url48,https://www.whiskaffair.com/andhra-style-tomato-pachadi/,3.8,780,812,0.953,0.899,2018-12-20T04:03:31,2018-12-20T04:03:31,2019-01-09T16:48:09,add - seeds - tamarind - tomato - style - pachadi - andhra - tomatoes - chutney - tbsp - video - recipe - step,Andhra Style Tomato Pachadi Recipe (Step by Step + Video) - Whiskaffair,"Tomato Pachadi is a delicious Andhra style tomato chutney recipe. It goes well with South Indian snacks like idli, uttapam, dosa et al. Here's its recipe."
url49,https://www.whiskaffair.com/angoori-rasmalai-angoor-rabdi/,2.6,565,555,5.14,0.17,2014-10-14T04:00:17,2014-10-14T04:00:17,2019-10-02T06:36:54,add - heat - cloth - rasmalai - angoori - diwali - chenna - water - cooker - milk - recipe - cheese,"Angoori Rasmalai recipe, How to make Angoori Rasmalai",Angoori rasmalai or angoor rabdi is a dessert made with fresh Indian cottage cheese. Cottage cheese balls are dunked in flavored and thickened milk.
url50,https://www.whiskaffair.com/apple-cinnamon-cake/,2.5,787,536,7.203,0.049,2012-09-21T04:35:00,2012-09-21T04:35:00,2019-11-15T13:11:02,seeds - tea - cake - cinnamon - moist - apple - flax - option - try - recipe,Apple Cinnamon Cake - Whiskaffair,Apple Cinnamon Cake can be made with whole wheat flour. With this recipe make full use of apples in the season to make an absolute delight to eat.
url51,https://www.whiskaffair.com/applesauce-grilled-chicken/,3.4,693,716,1.088,0.742,2018-11-01T15:07:04,2018-11-01T15:07:04,2019-03-07T11:31:12,minutes - breast - chicken - olive - grilled - brown - applesauce - recipe - powder - making,Easy Applesauce Grilled Chicken Recipe - Whiskaffair,"A saucy, sizzling side to devour any day, Applesauce Grilled Chicken is interestingly tempting. Serve it with rice or pasta and you would have a great meal."
url52,https://www.whiskaffair.com/asian-basil-cucumber-salad/,2.8,584,587,2.545,0.005,2017-05-18T02:32:20,2017-05-18T02:32:20,2019-12-01T14:45:03,plan - salad - summer - tsp - dressing - cucumber - asian - serve - recipe - basil,Healthy Asian Basil Cucumber Salad Recipe - Whiskaffair,Asian Basil Cucumber Salad fits in my plan for eating a healthy and hydrating meal for summer. Note its recipe and munch it this summer!
url53,https://www.whiskaffair.com/asian-chicken-meatballs-2/,3.1,661,661,3.293,1.899,2016-08-18T01:07:20,2016-08-18T01:07:20,2018-01-09T10:46:06,minced - chicken - meatballs - sauce - rice - mix - tsp - using - tbsp - asian - recipe,"Asian Chicken Meatballs Recipe, How to make Asian Chicken Meatballs - Whisk Affair",Asian Chicken Meatballs is a sizzling dish made using minced chicken & various sauces. They can be eaten as a starter or can be relished with rice as well.
url54,https://www.whiskaffair.com/asian-mango-chicken/,3.6,740,760,4.564,1.211,2015-05-12T04:42:51,2015-05-12T04:42:51,2018-09-17T05:32:07,add - mangoes - mango - chicken - rice - used - sweet - chilli - tbsp - asian - recipe,Homemade Asian Mango Chicken Recipe - Whiskaffair,Asian Mango Chicken is a delicious Chinese style chicken gravy with a twist of mango. Enjoy this different recipe with noodles and fried rice!
url55,https://www.whiskaffair.com/asian-sesame-honey-noodles-recipe/,5.5,1117,1163,2.019,0.164,2017-11-26T14:34:16,2017-11-26T14:34:16,2019-10-04T02:00:54,seeds - chinese - noodles - honey - step - sugar - fried - ice - hot - asian - sesame - darsaan,Darsaan (Asian Sesame Honey Noodles) Step by Step - Whiskaffair,These Crispy Sesame Honey Noodles Recipe or Darsaan as called in local language is a delicious Chinese Dessert which can be easily made at home.
url56,https://www.whiskaffair.com/asian-style-garlic-tofu/,3.1,628,652,3.882,0.159,2016-01-16T12:15:17,2016-01-16T12:15:17,2019-10-06T03:24:22,minutes - garlic - minute - 15 - sesame - sauces - sauce - tsp - dish - fried - asian - tofu - recipe - healthy,15 Minute Healthy Asian Garlic Tofu Recipe - Whiskaffair,Asian Garlic Tofu is a simple healthy dish where tofu coated with Oriental sauces and spices is pan fried & cooked. Pair it with rice for a full meal.
url57,https://www.whiskaffair.com/authentic-kashmiri-tea-kahwa-recipe/,4.7,978,1000,0.858,0.137,2019-01-24T03:51:25,2019-01-24T03:51:25,2019-10-14T09:13:11,add - spices - traditional - tea - kashmiri - let - water - kahwa - recipe - saffron - step,Traditional Kashmiri Tea Kahwa Recipe (Step By Step) - Whiskaffair,"Kahwa is a Kashmiri tea flavoured with cinnamon, cardamom and saffron. It is a great drink to sip on cold winter days but can be had through out the year."
url58,https://www.whiskaffair.com/avocado-lentil-salad/,3.0,619,638,3.321,0.351,2016-08-08T02:01:11,2016-08-08T02:01:11,2019-07-28T16:12:13,orange - lentils - mix - salad - avocado - lentil - dressing - vitamin - greens - tbsp,Healthy Avocado Lentil Salad Recipe - Whiskaffair,Avocado Lentil Salad is a tasteful accompaniment that brings in the best flavours of lentils as well as fresh greens. It can be eaten as it is as well!
url59,https://www.whiskaffair.com/avocado-pesto/,6.0,1250,1278,3.386,0.148,2016-07-15T02:48:18,2016-07-15T02:48:18,2019-10-10T01:26:09,free - pesto - creamy - ripe - used - homemade - avocado - store - oil - recipe - healthy - basil,Creamy Homemade Avocado Pesto Recipe - Whiskaffair,Avocado Pesto is a nutritious variation of Pesto which is made using avocado and basic ingredients used while making Pesto. Do try it soon!
url60,https://www.whiskaffair.com/baba-ganoush/,6.6,1332,1399,0.482,0.036,2019-06-10T03:02:25,2019-06-10T03:02:25,2019-11-20T14:17:30,ganoush - traditional - baba - lebanese - tahini - olive - aubergine - eggplant - pomegranate - molasses - oil - ingredients - recipe - step,Traditional Lebanese Baba Ganoush Recipe (Step by Step) - Whiskaffair,"Baba Ganoush or Baba Ghanouj is basically a Levantine/ Lebanese eggplant dip assembled by mixing roasted eggplant, tahini and olive oil."
url61,https://www.whiskaffair.com/babycorn-fritters/,1.9,153,400,5.252,1.496,2014-09-03T13:54:00,2014-09-03T13:54:00,2018-06-05T16:46:00,minutes - babycorn - baby - fritters - corns - salt - tsp - masala - 12 - recipe - powder,"Babycorn Fritters Recipe, How to make Babycorn Fritters - Whisk Affair","Babycorn Fritters are crispy, delicious bites that are firm on the outside and melt in the mouth within. Made from tender corn sticks, they are crispy!"
url62,https://www.whiskaffair.com/bacon-wrapped-shrimp-recipe/,7.2,1483,1534,0.633,0.049,2019-04-16T01:46:01,2019-04-16T01:46:01,2019-11-15T15:38:34,minutes - oven - glaze - wrapped - crispy - bacon - tbsp - shrimps - shrimp - oil,Crispy Bacon Wrapped Shrimp (Step by Step) - Whiskaffair,These Bacon Wrapped Shrimp are a super easy appetizer recipe which is a party favourite and can be made in no time at home.
