URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url50,https://www.indianhealthyrecipes.com/apple-orange-smoothie/,2.5,586,525,4.912,0.214,2015-01-05T06:06:19,2015-01-05T06:06:19,2019-09-16T15:27:40,orange - juice - pear - oranges - mg - vitamin - smoothie - apples - g - apple,Apple orange smoothie recipe - Swasthi's Recipes,apple orange smoothie is one of the best smoothie recipes on this blog. This works great as a immunity and appetite booster for my kids
url51,https://www.indianhealthyrecipes.com/apple-ragi-halwa-recipe-babies/,4.8,1056,1014,4.526,0.521,2015-05-26T02:10:55,2015-05-26T02:10:55,2019-05-27T23:24:56,ragi - toddlers - halwa - porridge - water - babies - flour - puree - apple - tbsp - quantity - kids,"Apple ragi halwa | Apple ragi porridge for babies, toddlers, kids","Apple ragi halwa is delicious, healthy & will be loved by all who loves the flavor of apple or the taste of ragi. It can be eaten by all including babies."
url52,https://www.indianhealthyrecipes.com/apple-rice-recipe-babies-toddlers/,3.9,886,826,4.153,0.523,2015-10-09T14:11:05,2015-10-09T14:11:05,2019-05-26T04:46:19,soak - toddlers - mg - pressure - porridge - recipe - water - babies - baby - apple - using - rice,Apple rice recipe for babies & toddlers | Apple rice porridge,Apple rice recipe or apple porridge suitable for babies and toddlers. One of the best to serve during cold and cough as it is light to digest and soothing
url53,https://www.indianhealthyrecipes.com/apple-tea-recipe-apple-cinnamon-tea-best-winter-tea-recipe/,3.3,743,695,6.033,0.537,2013-11-22T04:50:00,2013-11-22T04:50:00,2019-05-21T02:08:53,add - cinnamon - ingredients - winter - recipe - ginger - apples - tea - sugar - apple - pepper - best,apple tea recipe – apple cinnamon tea (best winter tea recipe),"apple tea recipe - Learn to make healthy apple tea, one of the best winter tea recipe i have loved and made it for years during my stay in bangalore."
url54,https://www.indianhealthyrecipes.com/aratikaya-bajji-recipe-raw-banana-bajji/,4.5,987,963,5.479,0.288,2014-06-12T09:48:16,2014-06-12T09:48:16,2019-08-20T09:07:29,raw - add - batter - bajji - banana - water - chili - green - aratikaya - salt - paste,Banana bajji | Aratikaya bajji recipe - Swasthi's Recipes,"Banana bajji or aratikaya bajji recipe is andhra style fried snack made with plaintain, spices, gram flour. These are a popular street food"
url55,https://www.indianhealthyrecipes.com/aratikaya-masala-kura-raw-banana-masala/,2.8,649,600,3.819,0.282,2016-02-08T06:02:14,2016-02-08T06:02:14,2019-08-22T04:25:18,tomatoes - curry - raw - masala - mg - banana - tsp - water - g - cook,Raw banana masala curry - Swasthi's Recipes,"Raw banana masala curry recipe - Delicious, spicy and healthy raw banana recipe made in south Indian style to serve with rice or chapathi."
url56,https://www.indianhealthyrecipes.com/aratikaya-vepudu-raw-plantain-fry/,2.3,560,493,5.556,0.537,2014-05-15T04:00:00,2014-05-15T04:00:00,2019-05-21T02:36:53,raw - mg - recipe - banana - tsp - vepudu - aratikaya - fry - till - pieces,Aratikaya vepudu | Aratikaya fry | Raw banana fry recipe,Aratikaya fry or aratikaya vepudu is a raw banana fry recipe made simple to accompany rice. Learn to make spicy and hot andhra style aratikaya fry
url57,https://www.indianhealthyrecipes.com/atta-ladoo-recipe-wheat-flour-laddu/,4.0,885,856,4.09,0.263,2015-11-01T13:31:39,2015-11-01T13:31:39,2019-08-29T15:20:47,laddu - powder - jaggery - recipe - atta - flour - ladoo - mixture - ghee - nuts - ladoos - wheat,Atta ladoo recipe | Wheat flour laddu - Swasthi's Recipes,"Atta ladoo are delicious sweet balls made with whole wheat flour, sweetener and ghee. These are a traditional winter snack .."
url58,https://www.indianhealthyrecipes.com/avakaya/,8.1,1755,1726,3.732,0.378,2016-03-11T09:40:29,2016-03-11T09:40:29,2019-07-18T09:29:52,preserve - mango - cup - oil - add - avakaya - large - dry - recipe - pickle - mangoes - pieces,Avakaya Recipe - Andhra Avakaya pachadi - Swasthi's Recipes,Avakaya recipe - I am sharing the method we andhra people make this spicy avakaya pachadi at home to preserve for an year.
url59,https://www.indianhealthyrecipes.com/aval-laddu-recipe-poha-ladoo-recipe/,4.4,965,928,4.389,0.321,2015-07-15T06:37:56,2015-07-15T06:37:56,2019-08-08T14:00:54,add - laddu - jaggery - powder - recipe - aval - poha - ladoo - atukula - using - ghee - coconut - milk,Aval laddu recipe | Poha ladoo recipe | Atukula laddu recipe,"Aval laddu or poha ladoo recipe - These are very healthy, delicious and quick to make. Made with jaggery and ghee, they make a great food for kids"
url60,https://www.indianhealthyrecipes.com/aval-payasam-recipe/,4.3,963,922,2.37,0.337,2017-07-21T03:29:32,2017-07-21T03:29:32,2019-08-02T02:55:16,add - rice - jaggery - powder - recipe - aval - poha - payasam - atukula - using - milk - syrup,Aval payasam - Swasthi's Recipes,"Aval payasama recipe - Atukula payasam or poha kheer is delicious, easy to make and healthy. Can be made for festivals, puja or to serve after meal."
url61,https://www.indianhealthyrecipes.com/aval-upma-poha-upma/,3.6,803,769,5.074,0.263,2014-11-07T09:42:26,2014-11-07T09:42:26,2019-08-29T11:56:09,tomatoes - upma - set - add - recipe - aval - poha - medium - tsp - g - tbsp,Aval upma recipe | Poha upma | How to make aval upma,Aval upma recipe or poha upma also known as atukula upma is one of the easiest and tasty breakfast foods that one can prepare with simple ingredients.
url62,https://www.indianhealthyrecipes.com/avocado-sandwich-recipe/,2.6,589,544,2.638,0.373,2017-04-14T07:45:13,2017-04-14T07:45:13,2019-07-20T03:49:01,tomatoes - veg - chop - small - sandwich - corn - recipe - avocado - g - mixture - pepper,Avocado sandwich recipe | Veg avocado corn sandwich recipe,No meta description found.
url63,https://www.indianhealthyrecipes.com/awadhi-chicken-biryani-lucknowi-biryani/,7.2,1532,1517,3.416,0.537,2016-07-04T10:40:53,2016-07-04T10:40:53,2019-05-21T07:31:26,add - biryani - powder - recipe - lucknowi - tsp - water - chicken - used - awadhi - rice,Awadhi chicken biryani recipe | Lucknowi chicken biryani recipe,No meta description found.
url64,https://www.indianhealthyrecipes.com/baby-corn-fry/,3.4,777,731,4.792,0.521,2015-02-18T03:06:47,2015-02-18T03:06:47,2019-05-27T02:03:35,stir - add - ginger - corn - recipe - baby - fry - recipes - using - leaves - till,Baby corn fry recipe | How to make baby corn fry | Baby corn recipes,Baby corn fry recipe - quick and healthy baby corn stir fry with step by step photos. Goes well with rice or chapathi. or for sandwich and kathi rolls
