URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url21,https://www.vegrecipesofindia.com/aloo-bhaja-recipe/,3.9,828,829,1.948,0.26,2017-12-08T19:05:11,2017-12-08T19:05:11,2019-08-16T23:08:19,recipe - teaspoon - potato - slices - medium - oil - potatoes - aloo - fry - bhaja,"aloo bhaja recipe, how to make aloo bhaja",aloo bhaja recipe with step by step pics. aloo bhaja is a delicious cripsy fried potato recipe from bengali cuisine. easy to prepare aloo bhaja recipe.
url22,https://www.vegrecipesofindia.com/aloo-bhatura/,5.4,1134,1152,8.014,0.26,2011-11-16T00:00:42,2011-11-16T00:00:42,2019-08-16T23:09:28,recipe - hot - quick - bhature - bhatura - chole - flour - oil - mashed - aloo - dough,"aloo bhatura recipe, how to make quick aloo bhature","aloo bhatura recipe with step by step photos. this aloo bhatura or potato bhatura recipe is a quick way to make bhature at home. this recipe of bhatura is made with mashed aloos, hence called aloo bhatura or potato bhatura."
url23,https://www.vegrecipesofindia.com/aloo-bhindi-recipe-authentic-recipe-for-aloo-bhindi-fried-aloo-bhindi/,4.5,923,946,10.173,0.26,2009-09-19T18:49:00,2009-09-19T18:49:00,2019-08-16T23:09:32,recipe - powder - dry - add - oil - saute - potatoes - till - aloo - bhindi,"aloo bhindi recipe, how to make aloo bhindi | bhindi aloo","aloo bhindi recipe with step by step photos. this punjabi style of aloo bhindi is spicy, dry and easy to make. tasty aloo bhindi sabzi recipe"
url24,https://www.vegrecipesofindia.com/aloo-bonda-recipe-potato-bonda/,4.9,987,1029,5.721,0.26,2014-03-02T23:02:46,2014-03-02T23:02:46,2019-08-16T23:09:08,recipe - batter - powder - teaspoon - potato - flour - add - mixture - bonda - aloo,aloo bonda recipe | how to make aloo bonda | potato bonda,aloo bonda recipe with step by step photos - aloo bonda is a deep fried tasty snack made with gram flour batter and stuffed with spiced mashed potatoes. you can serve aloo bonda with coconut chutney or tomato ketchup or coriander chutney.
url25,https://www.vegrecipesofindia.com/aloo-capsicum-indian-recipe-made-with-capsicum-potatoes/,4.7,981,1003,10.34,0.26,2009-07-20T15:26:00,2009-07-20T15:26:00,2019-08-16T22:54:19,recipe - powder - teaspoon - medium - mirch - add - oil - shimla - capsicum - potatoes - sabji - aloo,aloo capsicum recipe | capsicum sabji recipe | aloo shimla mirch recipe,"aloo capsicum recipe with step by step photos. this aloo capsicum fry is a simple, easy and tasty recipe. my mom-in-law's fab recipe made with capsicum and potatoes. this is a punjabi recipe of making aloo shimla mirch. a dry vegetable recipe that has no liquids."
url26,https://www.vegrecipesofindia.com/aloo-capsicum-masala-recipe/,6.9,1400,1461,3.496,0.26,2016-05-22T17:56:31,2016-05-22T17:56:31,2019-08-16T23:08:45,recipe - potato - medium - cup - add - chopped - capsicum - saute - till - potatoes,"potato capsicum recipe, how to make capsicum potato",potato capsicum curry recipe with step by step photos. simple home style punjabi potato capsicum recipe to go with rotis or chapatis. this is a semi gravy recipe of capsicum (green bell peppers) and potatoes in an onion-tomato base.
url27,https://www.vegrecipesofindia.com/aloo-chaat-recipe-fasting-recipe/,3.2,676,684,7.118,0.26,2012-10-08T23:24:13,2012-10-08T23:24:13,2019-08-16T23:09:23,recipe - navratri - teaspoon - ki - leaves - alu - vrat - chaat - potatoes - salt - aloo,"vrat ki aloo chaat recipe, how to make vrat ki alu chaat | vrat ki chaat","vrat ki aloo chaat recipe with step by step photos. this is a little spicy, tangy and crispy potato chaat recipe. you can serve the chaat with tamarind-dates chutney or green chutney. aloo chaat is a simple and easy dish"
url28,https://www.vegrecipesofindia.com/aloo-chaat-recipe/,3.7,1331,790,1.332,0.162,2018-07-21T16:26:45,2018-07-21T16:26:45,2019-09-21T19:54:46,recipe - powder - potato - add - fried - chutney - chaat - potatoes - aloo - fry,"aloo chaat recipe, how to make aloo chaat","aloo chaat recipe with step by step photos. one of the most easiest chaat recipes that one can make is aloo chaat. aloo chaat is basically fried potatoes tossed in spicy & sweet chutneys, a few spice powders and then topped with curd or pomegranate arils or sev."
url29,https://www.vegrecipesofindia.com/aloo-chana-chaat-recipe/,4.4,916,931,3.795,0.26,2016-02-03T15:05:13,2016-02-03T15:05:13,2019-08-16T23:08:46,recipe - spicy - chana - boiled - chole - cup - add - chutney - chickpeas - sweet - chopped - chaat - tangy - aloo,aloo chana chaat recipe | spicy tangy sweet aloo chole chaat recipe,"aloo chana chaat recipe with step by step photos. spicy, tangy, sweet chaat recipe with boiled potatoes and white chickpeas. the chana chaat recipe can also be made into a salad."
url30,https://www.vegrecipesofindia.com/aloo-chokha-recipe/,2.8,586,588,3.159,0.26,2016-09-22T19:00:09,2016-09-22T19:00:09,2019-08-16T23:08:37,recipe - teaspoon - chokha - lemon - green - ½ - chopped - litti - potatoes - aloo,"aloo chokha recipe, how to make aloo chokha",aloo chokha recipe with step by step photos. spiced mashed potatoes from the bihari cusine. aloo chokha is served with litti chokha.
url31,https://www.vegrecipesofindia.com/aloo-chole-masala-aloo-chana/,5.9,1217,1247,6.09,0.26,2013-10-18T23:24:48,2013-10-18T23:24:48,2019-08-16T23:09:11,recipe - chana - powder - ki - sabzi - cook - chole - add - chickpeas - potatoes - sabji - aloo,aloo chole recipe | aloo chole ki sabji | aloo chana ki sabzi,aloo chole ki sabzi recipe with step by step photos - this aloo chana ki sabzi is a delicious punjabi dish made with potatoes and white chickpeas. this aloo chole sabzi recipe is usually had for breakfast and is served with hot pooris.
url32,https://www.vegrecipesofindia.com/aloo-choliya-recipe-aloo-hara-chana/,1.5,869,325,5.718,0.26,2014-03-03T21:00:41,2014-03-03T21:00:41,2019-08-16T23:09:08,recipe - chana - green - punjabi - potatoes - chickpeas - curry - cooked - hara - serving - aloo - choliya,aloo choliya recipe | aloo hara chana recipe | punjabi choliya recipe,aloo choliya curry recipe - a north indian punjabi curry recipe made with potatoes and fresh green chickpeas. i make this lightly spiced and thin curry in the winters often. choliya is also known as hara chana  in hindi and harbhara in marathi language.
url33,https://www.vegrecipesofindia.com/aloo-chop-recipe/,7.4,1506,1565,1.995,0.26,2017-11-21T19:57:45,2017-11-21T19:57:45,2019-08-16T23:08:21,recipe - batter - teaspoon - potato - alur - aloor - chop - besan - add - oil - potatoes - required - aloo,"aloo chop recipe, how to make aloo chop | alur chop | aloor chop",aloo chop recipe with step by step pics. aloo chops is a delicious bengali fried snack. this tasty snack is also known as alur chop or aloor chop.
url34,https://www.vegrecipesofindia.com/aloo-fasting-recipes-navratri-recipes/,2.9,639,608,6.115,0.26,2013-10-09T22:49:56,2013-10-09T22:49:56,2019-08-16T22:53:39,sabudana - navratri - recipe - ki - potato - easy - collection - fasting - 12 - vrat - aloo - recipes,collection of 12 potato recipes for fasting or vrat | vrat ki aloo recipes,collection of 12 aloo recipes for navratri fasting. pototo recipes which you can make for navrati fasting or vrat. navratri upwas recipes.
url35,https://www.vegrecipesofindia.com/aloo-fry-recipe-potato-fry/,2.0,951,431,2.868,0.033,2017-01-06T19:47:14,2017-01-06T19:47:14,2019-11-07T22:03:50,recipe - powder - teaspoon - potato - ½ - add - oil - potatoes - till - aloo - fry,potato fry recipe | aloo fry | how to make potato fry,"potato fry recipe with step by step photos and video - simple, easy and tasty recipe of potato fry. aloo fry is one of those dishes that you can easily prepare for a quick lunch or dinner option. you can have it with chapatis, bread, stuff in sandwiches or wraps or even serve as a side dish with dal-rice or khichdi."
url36,https://www.vegrecipesofindia.com/aloo-gajar-matar-recipe/,3.9,818,832,5.362,0.26,2014-07-11T22:21:20,2014-07-11T22:21:20,2019-08-16T23:09:05,gajar - recipe - water - aloo - pressure - chop - dry - punjabi - add - carrots - potatoes - matar - style,aloo gajar matar recipe | punjabi style dry gajar aloo matar,aloo gajar matar recipe with step by step photos. quick and easy to make punjabi style gajar aloo matar recipe. this gajar aloo matar recipe uses very less ingredients and is not heavily spiced. also this is a satvik no onion no garlic recipe.
url37,https://www.vegrecipesofindia.com/aloo-gajar-sabzi-recipe/,3.7,782,789,3.838,0.26,2016-01-18T13:00:26,2016-01-18T13:00:26,2019-08-16T23:08:47,recipe - gajar - pressure - sabzi - add - oil - chopped - 15 - carrots - aloo,"aloo gajar recipe, how to make aloo gajar sabzi recipe | potato carrot recipe",aloo gajar recipe with stepwise photos. delicious sabzi made with potatoes and carrots. aloo gajar recipe goes very well as tiffin box lunch
url38,https://www.vegrecipesofindia.com/aloo-gobi-curry-recipe/,3.3,1492,703,5.901,0.03,2013-12-26T17:50:35,2013-12-26T17:50:35,2019-11-08T20:20:14,gobi - recipe - water - style - cauliflower - add - paste - tsp - masala - till - aloo - restaurant,restaurant style aloo gobi masala recipe,aloo gobi masala recipe with step by step photos. restaurant style delicious aloo gobi curry recipe. this aloo gobi goes well with rotis naan
url39,https://www.vegrecipesofindia.com/aloo-gobi-matar-recipe/,4.7,949,1002,7.115,0.26,2012-10-09T20:13:53,2012-10-09T20:13:53,2019-08-16T22:54:00,gobi - recipe - teaspoon - water - aloo - add - chopped - curry - till - matar,"aloo gobi matar recipe, how to make aloo gobi matar",aloo gobi matar recipe with stepwise photos. this aloo gobi matar recipe is a delicious and tasty dish. learn to make aloo gobi matar masala.
url40,https://www.vegrecipesofindia.com/aloo-gobi-methi-tuk-recipe/,2.4,1027,509,5.638,0.005,2014-04-01T23:03:56,2014-04-01T23:03:56,2019-11-17T21:45:31,gobi - sindhi - teaspoon - methi - tuk - ¼ - cauliflower - add - potatoes - aloo,Sindhi Aloo Gobi Methi Tuk,"Sindhi Aloo Gobi Methi Tuk Recipe with step by step photos. This is a dry spiced curry made with sauted potatoes, cauliflower and fresh fenugreek leaves. an easy and delicious recipe from the sindhi cuisine. aloo gobi methi tuk goes very well with chapatis, phulkas or bread accompanied with a bowl of yogurt or cucumber raita or vegetable raita."
url41,https://www.vegrecipesofindia.com/aloo-gobi-paratha-recipe/,1.4,939,299,5.825,0.26,2014-01-23T22:02:08,2014-01-23T22:02:08,2019-08-16T23:09:09,gobi - recipe - stuffing - parathas - aloo - basket - ghee - serve - making - good - paratha,"aloo gobi paratha recipe, how to make aloo gobi paratha","aloo gobi paratha recipe - this is one more variation of making aloo paratha. in this paratha, the stuffing is made of boiled and mashed potatoes, blanched and grated cauliflower and a few spices."
url42,https://www.vegrecipesofindia.com/aloo-gobi-recipe-punjabialoo-gobi/,3.5,1286,739,9.159,0.005,2010-09-24T17:30:23,2010-09-24T17:30:23,2019-11-17T21:39:56,gobi - recipe - stir - powder - cauliflower - easy - add - minutes - potatoes - aloo,Aloo Gobi,"Aloo Gobi Recipe with video and stepwise photos. Easy, simple, homely aloo gobi made with just 6 ingredients. It is my mom-in-law’s special recipe."
url43,https://www.vegrecipesofindia.com/aloo-kofta-gravy-recipe/,4.0,1671,858,4.301,0.011,2015-08-02T21:49:53,2015-08-02T21:49:53,2019-11-15T21:04:47,stir - tbsp - ½ - add - gravy - tsp - koftas - aloo - cheese - kofta,Aloo Kofta,"Aloo Kofta Recipe with step by step photos. Potato cheese koftas in a creamy, rich makhani style gravy. the aloo kofta gravy is not a simple homely one, but slightly rich and restaurant style. it tastes more like a makhani gravy."
url44,https://www.vegrecipesofindia.com/aloo-kulcha-recipe/,4.5,1779,963,4.844,0.011,2015-01-16T00:05:18,2015-01-16T00:05:18,2019-11-15T16:33:07,powder - potato - seeds - sesame - flour - add - kulcha - ½ - tsp - aloo,Aloo Kulcha,Aloo Kulcha Recipe with step by step photos. Aloo Kulcha are crisp as well as soft leavened flatbreads stuffed with a spiced potato filling.
url45,https://www.vegrecipesofindia.com/aloo-makhana-recipe/,3.6,745,757,4.101,0.26,2015-10-14T22:11:00,2015-10-14T22:11:00,2019-08-16T23:08:51,recipe - navratri - powder - makhana - add - anardana - chopped - vrat - roasted - potatoes - flame - aloo,"aloo makhana recipe, how to make aloo makhana | navratri vrat",aloo makhana recipe with step by step photos
url46,https://www.vegrecipesofindia.com/aloo-masala-grilled-sandwich-recipe/,3.5,729,739,5.674,0.26,2014-03-19T23:03:51,2014-03-19T23:03:51,2019-08-16T23:09:07,recipe - bread - powder - grill - potato - sandwich - sandwiches - butter - spread - potatoes - aloo - recipes,potato sandwich recipe | aloo sandwich recipe | potato sandwich recipes,"potato sandwich recipe with step by step photos - to make these grilled sandwiches with a spiced potato stuffing is very easy. all you need are some boiled potatoes, spices, butter and bread. i have used the same recipe for the spiced potato stuffing masala, which i always make for aloo paratha."
url47,https://www.vegrecipesofindia.com/aloo-matar-curry-aloo-matar-gravy/,2.6,1069,557,5.932,0.022,2013-12-15T00:22:55,2013-12-15T00:22:55,2019-11-11T15:10:43,stir - recipe - water - aloo - ½ - add - peas - chopped - masala - matar,aloo matar recipe | aloo mutter | how to make aloo matar,aloo matar recipe with step by step photos and video - a simple yet delicious punjabi style aloo mutter gravy which we often make at home. the recipe is an easy home style potato peas curry. simple home style food is usually easier and quick to make.
url48,https://www.vegrecipesofindia.com/aloo-matar-paneer-recipe/,6.6,1358,1404,2.011,0.26,2017-11-15T21:29:09,2017-11-15T21:29:09,2019-08-16T23:08:21,recipe - teaspoon - aloo - green - cup - add - ½ - chopped - paneer - matar,aloo matar paneer recipe,"easy aloo matar paneer recipe with step by step pics. aloo matar paneer is tasty gravy made with potatoes, green peas and paneer."
url49,https://www.vegrecipesofindia.com/aloo-methi-recipe-dry-aloo-methi-recipe/,3.0,1195,640,9.43,0.005,2010-06-17T20:23:22,2010-06-17T20:23:22,2019-11-17T22:13:18,recipe - water - aloo - methi - leaves - add - oil - fenugreek - minutes - potatoes,Aloo Methi,Aloo Methi Recipe with step by step photos. This delicious aloo methi is made with minimal ingredients and is my mom in law's special recipe.
url50,https://www.vegrecipesofindia.com/aloo-mushroom-masala-recipe/,7.1,1462,1507,3.992,0.26,2015-11-23T22:59:32,2015-11-23T22:59:32,2019-08-16T23:08:49,recipe - water - potato - medium - mushroom - add - gravy - tomatoes - tsp - till - aloo,aloo mushroom recipe | potato mushroom | how to make aloo mushroom,aloo mushroom recipe with step by step photos - simple homely potato mushroom curry. this aloo mushroom recipe is spiced with a tang coming from the tomatoes and mild sweetness and creaminess coming from the cashews
url51,https://www.vegrecipesofindia.com/aloo-pakora-aloo-bajji/,3.0,1015,637,6.786,0.03,2013-02-06T21:31:58,2013-02-06T21:31:58,2019-11-08T22:13:40,recipe - batter - hot - potato - tea - pakora - pakoras - oil - chutney - bajji - step - aloo - ka - pakoda,aloo pakora recipe | potato bajji recipe | aloo bajji | aloo ka pakoda,aloo pakora recipe with step by step photos and video - potato bajji has always been a favorite tea time snack at home. cooked soft melt in the mouth potato slices.... golden and crisp... with some coriander chutney & tamarind date chutney.... fantabulous. an awesome snack best during winters or monsoons.
url52,https://www.vegrecipesofindia.com/aloo-palak-paratha-recipe/,4.6,940,969,5.97,0.26,2013-12-01T19:16:54,2013-12-01T19:16:54,2019-08-16T23:09:10,recipe - water - stock - aloo - spinach - parathas - add - palak - paratha - dough,aloo palak paratha recipe,aloo palak paratha recipe with step by step photos. aloo palak paratha is a variation of palak paratha recipe and is a nice way to include palak in your diet.
url53,https://www.vegrecipesofindia.com/aloo-palak-sabzi-recipe/,4.8,978,1009,2.488,0.26,2017-05-25T20:57:42,2017-05-25T20:57:42,2019-08-16T23:08:27,recipe - powder - teaspoon - spinach - mix - sabzi - dry - add - chopped - palak - potatoes - till - aloo,"dry aloo palak recipe, how to make aloo palak sabzi recipe",dry aloo palak sabzi recipe with step by step pics. homely style dry potato spinach dish that goes very well as a side dish with rotis or pooris.
url54,https://www.vegrecipesofindia.com/aloo-palak-sabzi-vrat-ke-aloo-palak/,4.2,882,889,6.118,0.26,2013-10-08T19:06:40,2013-10-08T19:06:40,2019-08-16T22:53:40,recipe - ke - navratri - spinach - sabzi - add - fasting - chopped - vrat - palak - potatoes - aloo - days,vrat ke aloo palak recipe | aloo palak sabzi recipe for vrat or fasting days,aloo palak sabzi recipe with step by step photos - this is a simple and easy aloo palak recipe which you can make for navrati fasting or vrat.
url55,https://www.vegrecipesofindia.com/aloo-palak/,3.3,1228,697,6.414,0.016,2013-06-22T19:13:58,2013-06-22T19:13:58,2019-11-13T18:34:18,stir - water - spinach - flour - add - besan - palak - potatoes - till - aloo,Aloo Palak,"Aloo Palak Recipe with step by step photos. Potatoes in a smooth mildly spiced spinach sauce. This delicious aloo palak curry goes well with roti, naan or paratha."
url56,https://www.vegrecipesofindia.com/aloo-paneer-kofta/,2.0,1057,433,6.556,0.03,2013-05-01T21:12:49,2013-05-01T21:12:49,2019-11-08T22:46:10,recipe - snack - tomato - flour - prepare - fasting - gravy - paneer - salt - aloo - ka - kofta,how to prepare aloo paneer ka kofta for snack or fasting,"aloo paneer kofta recipe with step by step photos. melt in the mouth soft texture paneer kofta with a crisp exterior. in this recipe the koftas are made with mashed potatoes, paneer and few spices. these paneer kofta can be made as a tea time snack or can be added in an onion tomato gravy or bhuna maslaa gravy and then served as a kofta gravy dish for lunch or dinner."
url57,https://www.vegrecipesofindia.com/aloo-paneer-recipe/,6.9,1412,1453,2.422,0.26,2017-06-18T15:53:29,2017-06-18T15:53:29,2019-08-16T23:08:26,recipe - water - teaspoon - potato - medium - add - paste - paneer - potatoes - masala - aloo,"aloo paneer recipe, how to make aloo paneer | potato paneer recipe",aloo paneer recipe with step by step photos - tasty and easy enough to prepare is this potato paneer curry that goes well with chapatis or rotis.
url58,https://www.vegrecipesofindia.com/aloo-paneer-tikki/,4.8,1016,1028,9.773,0.26,2010-02-12T16:06:39,2010-02-12T16:06:39,2019-08-16T22:54:16,recipe - pepper - tikki - mixture - paneer - salt - potatoes - aloo - fry - patties,paneer tikki recipe | paneer patties recipe | how to make aloo paneer tikki,"paneer tikki recipe with step by step pics. an easy and quick recipe for making paneer patties. this aloo paneer tikki recipe is very simple, quick and has both paneer and potatoes. if you do not have paneer, it alright. i made the same recipe minus paneer and it was great."
