URL,RECIPE_TITLE,RECIPE_AUTHOR,RECIPE_DATE,RECIPE_FEATURED_IMAGE,RECIPE_FILENAME,RECIPE_DESCRIPTION
"http://localhost:1313/red-grapes-onion-cucumber-raita/","Red Grapes Onion Cucumber Raita (RECIPE + STORY)","Anupama Paliwal","2018-04-12 15:53:23","/wp-content/uploads/2015/04/recipe-red-grapes-onion-cucumber-raita-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180412-2015-04-12-red-grapes-onion-cucumber-raita.md","Red Grapes Onion Cucumber Raita is one of those dishes which can be prepared quickly in just a few minutes. Not so much messy, but super rich and creamy."
"http://localhost:1313/rajasthani-mawa-malpua-video/","Malpua Recipe | How To Make Malpua | Rajasthani Mawa Malpua Recipe","Anupama Paliwal","2019-01-21 13:37:59","/wp-content/uploads/2016/03/recipes-Rajasthani-Mawa-Malpua-anupama-paliwal-my-ginger-garlic-kitchen-FI-1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190121-2018-01-21-rajasthani-mawa-malpua-video.md","Detailed recipe of Rajasthani Mawa Malpua along with step by step video tutorial. Mawa Malpua is a delicious and traditionally popular Rajasthani breakfast/dessert. Traditionally, they are fried pancakes dipped in saffron+cardamom flavoured warm sugar syrup and served warm along with kesar rabdi."
"http://localhost:1313/no-bake-cream-cheese-lemon-mousse/","No-Bake Cream Cheese Lemon Mousse","Anupama Paliwal","2018-11-09 20:11:50","/wp-content/uploads/2016/11/recipes-No-Bake-Cream-Cheese-Lemon-Mousse-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181109-2016-11-09-no-bake-cream-cheese-lemon-mousse.md","This No-Bake Cream Cheese Lemon Mousse is a delightful dessert which is made with only 6 ingredients. Every single spoonful of this dessert is so rich, creamy and packed with fresh and zesty lemon flavor."
"http://localhost:1313/coconut-milk-peanut-butter-truffles-video/","Coconut Milk Peanut Butter Truffles | Video","Anupama Paliwal","2019-04-03 15:09:35","/wp-content/uploads/2016/03/recipes-Coconut-Milk-Peanut-Butter-Truffles-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190403-2016-03-10-coconut-milk-peanut-butter-truffles-video.md","A Coconut Milk Peanut Butter Truffle is a mouthful of love. They really could not be better. I mean, coconut milk, peanut butter and chocolate. They are perfect bite sized too. There are very few ingredients and they are GLUTEN-FREE too! "
"http://localhost:1313/how-to-make-sponge-rasgulla-video-recipe/","Rasgulla Recipe | How To Make Soft And Spongy Rasgulla At Home | Sweet Recipes | रसगुल्ला  + Video Recipe","Anupama Paliwal","2018-08-26 14:17:59","/wp-content/uploads/2016/10/recipes-Sponge-Rasgulla-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180826-2017-08-26-how-to-make-sponge-rasgulla-video-recipe.md","Sponge Rasgulla is melt-in-mouth soft paneer ball-shaped dumplings made of chena ( छैना ) and then cooked in a light syrup made of sugar."
"http://localhost:1313/red-cabbage-zucchini-chana-dal/","Red Cabbage Zucchini Chana Dal","Anupama Paliwal","2018-10-23 08:26:50","/wp-content/uploads/2015/10/recipes-Red-Cabbage-Zucchini-Chana-Dal-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181023-2015-10-23-red-cabbage-zucchini-chana-dal.md","Red Cabbage Zucchini Chana Dal is a simple, delish, quick, vegan, gluten-free and dairy-free curry. Lentils + veggies in a single dish is a heavenly combo."
"http://localhost:1313/creamy-sweet-potato-carrot-soup-video-recipe/","Creamy Sweet Potato Carrot Soup | Video Recipe","Anupama Paliwal","2019-01-01 13:09:04","/wp-content/uploads/2017/03/recipe-creamy-sweet-potato-carrot-soup-with-coconut-milk-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190101-2018-01-01-creamy-sweet-potato-carrot-soup-video-recipe.md","Creamy Sweet Potato Carrot Soup | A warming vegan, gluten-free soup with an appealing golden color. This soup is so full of vitamin A, and it’s bursting with hearty ingredients which would give you a comfy feeling with awesome deliciousness."
"http://localhost:1313/pepper-onion-potato-paratha/","Pepper Onion Potato Paratha","Anupama Paliwal","2018-07-22 09:28:35","/wp-content/uploads/2015/07/recipe-pepper-onion-potato-paratha-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180722-2015-07-22-pepper-onion-potato-paratha.md","Pepper Onion Potato Paratha. Here are some general basics about stuffed parathas. Stuffed parathas are whole wheat Indian flat bread. Stuffing can vary from potatoes, peas, onion, zucchini, pepper, cauliflower, cabbage, paneer, radish, carrot, cheese, and so on."
"http://localhost:1313/exotic-pumpkin-tofu-halwa-recipe/","Pumpkin Tofu Halwa","Anupama Paliwal","2018-10-21 11:28:27","/wp-content/uploads/2014/10/recipe-pumpkin-tofu-jalwa-anupama-paliwal-my-ginger-garlic-kitchen-10-copy1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181021-2015-10-21-exotic-pumpkin-tofu-halwa-recipe.md","This Pumpkin Tofu Halwa has a nice aroma of cardamom with the slightly roasting flavour of tofu, and creaminess of pumpkin. When they all came together at one place, it was like a match made in heaven."
"http://localhost:1313/broccoli-paratha-with-garlic-roasted-veggies-and-spiced-coconut-sauce/","Broccoli Paratha With Garlic Roasted Veggies And Spiced Coconut Sauce [RECIPE+STORY]","Anupama Paliwal","2018-04-19 10:30:22","/wp-content/uploads/2015/04/recipe-broccoli-paratha-with-garlic-roasted-veggies-and-spiced-coconut-sauce-anupama-paliwal-my-ginger-garlic-kitchen-FI1.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180419-2015-04-19-broccoli-paratha-with-garlic-roasted-veggies-and-spiced-coconut-sauce.md","Broccoli Paratha With garlic roasted veggies and spiced coconut sauce. The spicy flavors play really well with the broccoli paratha, roasted veggies and curried coconut. Spices indeed makes it spectacular. You just have to make these rolls or tacos once, and soon you will realize how much you love these distinct flavours."
"http://localhost:1313/moong-dal-toast/","Moong Dal Toast","Anupama Paliwal","2019-03-11 17:54:32","/wp-content/uploads/2015/03/recipe-moong-dal-toast-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190311-2015-03-11-moong-dal-toast.md","Moong Dal Toast is a healthy, delicious, nutritious, and easy breakfast recipe. It is super quick. It really is. If you have cooked lentils, then this one is as easy as cake."
"http://localhost:1313/no-bake-mini-strawberry-nutella-cheesecake-video/","No-Bake Mini Strawberry Nutella Cheesecake | Video","Anupama Paliwal","2019-02-23 12:19:32","/wp-content/uploads/2016/02/recipes-No-Bake-Mini-Strawberry-Chessecake-anupama-paliwal-my-ginger-garlic-kitchen-FI-copy-3.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190223-2016-02-23-no-bake-mini-strawberry-nutella-cheesecake-video.md","No-Bake Mini Strawberry Nutella Cheesecake is a delicious blend of cream cheese and whipped cream. A little touch of nutella and cocoa takes this delightful dessert to the next level. It's incredibly impressive for family or guests."
"http://localhost:1313/quick-and-easy-pineapple-kiwi-honey-yogurt-parfait/","Quick And Easy Pineapple Kiwi Honey Yogurt Parfait","Anupama Paliwal","2018-07-29 10:01:12","/wp-content/uploads/2015/07/recipe-pineapple-kiwi-yogurt-parfait-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180729-2015-07-29-quick-and-easy-pineapple-kiwi-honey-yogurt-parfait.md","Quick And Easy Pineapple Kiwi Honey Yogurt Parfait is a light fruity and delicious parfait with kiwi, pineapple, yogurt, honey and cookies. It tastes best with fresh fruits, but you can also use canned pineapples. And if you want to have these for desserts too, then you have plenty of time for chilling. So just chill it for about 1-2 hours, and you are good to go."
"http://localhost:1313/lehsuni-sev-garlicky-gram-flour-noodles-video-recipe/","Lehsuni Sev | Garlicky Gram Flour Noodles","Anupama Paliwal","2018-11-09 13:24:42","/wp-content/uploads/2015/11/recipes-Lehsuni-Sev-Garlicky-Chickpea-Noodles-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181109-2015-11-09-lehsuni-sev-garlicky-gram-flour-noodles-video-recipe.md","Lehsuni Sev aka Garlicky Gram Flour Noodles are crispy fried garlic flavoured snacks. The crunchy (noodles) sev has a very distinct and delectable garlic flavour. The addition of crushed garlic enhances the taste and makes them addictive. This is best served with a hot cup of tea/coffee."
"http://localhost:1313/oliya-fruity-rice-yogurt-pudding/","Rajasthani Sweet Oliya Recipe – Fruity Rice Yogurt Pudding | Recipe Video","Anupama Paliwal","2019-03-04 00:29:25","/wp-content/uploads/2015/03/recipe-oliya-Indian-veriosn-of-greek-style-rice-pudding-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190304-2018-03-04-oliya-fruity-rice-yogurt-pudding.md","Rajasthani Sweet Oliya Recipe - Fruity Rice Yogurt Pudding recipe with step by step video tutorial. This is a traditional rice and yogurt base creamy and classic pudding. Oliya is made during festival of Holi, and Sheetla Saptami which is also known as Basoda in Rajasthan."
"http://localhost:1313/chocolate-pots-de-creme/","Chocolate Pots De Creme","Anupama Paliwal","2019-03-21 13:14:37","/wp-content/uploads/2015/03/recipe-chocolate-de-creme-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190321-2015-03-31-chocolate-pots-de-creme.md","Chocolate Pots de Creme is a name for a classic and elegant French dessert which means 'The Pot Of Custard' or 'The Pot Of Cream'. The egg yolks make this recipe moist rich and creamy, and turn it into a finest and smoothest dessert that I could ever think of. This is almost like a chocolate pudding, but a thousand times better."
"http://localhost:1313/apple-cucumber-mozzarella-pearls-salad/","Apple Cucumber Mozzarella Pearls Salad","Anupama Paliwal","2018-05-19 16:11:08","/wp-content/uploads/2015/05/recipe-apple-cucumber-mozzarella-pearls-salad-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180519-2015-05-19-apple-cucumber-mozzarella-pearls-salad.md","This easy Apple Cucumber Mozzarella Pearls Salad is so fresh, and is literally bursting with color and flavor! It is trouble-free to put together too."
"http://localhost:1313/vermicelli-birds-nest-video/","Vermicelli Bird's Nests Recipe | Sevai Indian Dessert Recipe Video","Anupama Paliwal","2019-03-30 10:40:16","/wp-content/uploads/2016/03/recipes-vermicelli-birds-nest-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190330-2018-03-31-vermicelli-birds-nest-video.md","Vermicelli Bird's Nests Recipe | Sevai Indian Dessert Recipe is so easy to throw together. And something about the sweet, aromatic and crunchy combo makes them so irresistible to me! I seriously can not stop eating them."
"http://localhost:1313/raspberry-creme-fraiche-cookies-puffs-video/","French Style Puff Pastry Filled With Raspberry Crème Fraîche | VIDEO Recipe","Anupama Paliwal","2019-02-08 17:08:55","/wp-content/uploads/2016/02/recipes-Raspberry-Crème-Fraîche-and-Cookies-Puffs-anupama-paliwal-my-ginger-garlic-kitchen-AAA.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190208-2018-02-08-raspberry-creme-fraiche-cookies-puffs-video.md","These gorgeous little Raspberry Creme Puffs are easy to make and are a perfect treat to make for Valentine’s Day. They are simple and so light. Plus, these are so easy to prepare. Also they look and taste absolutely fantastic."
"http://localhost:1313/baked-garlicky-sweet-potato-chips-recipe/","Baked Garlicky Sweet Potato Chips","Anupama Paliwal","2019-01-20 14:58:11","/wp-content/uploads/2014/08/recipe-baked-sweet-potato-chips-anupama-paliwal-my-ginger-garlic-kitchen-4.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190120-2014-08-20-baked-garlicky-sweet-potato-chips-recipe.md","Baked Garlicky Sweet Potato Chips are crispy, sweet-salty, and seasoned chips. Some garlic, pepper powder, and salt is all that is required to make them mouth-watering."
"http://localhost:1313/rye-crispbread-chaat/","Rye Crispbread Chaat","Anupama Paliwal","2019-01-27 12:04:50","/wp-content/uploads/2015/01/recipe-rye-cracker-chaat-anupama-paliwal-my-ginger-garlic-kitchen-41.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190127-2015-01-27-rye-crispbread-chaat.md","Rye Crispbread Chaat is a twsited version of papdi chaat with roasted potatoes, chickpeas, tamarind chutney, roasted peanut, roasted green chili, and pomegranate arils. I added a lot of yogurt, and some spices to chaat."
"http://localhost:1313/mini-apple-pear-tarte-tatin-video-recipe/","Mini Apple Pear Tarte Tatin | Video Recipe","Anupama Paliwal","2018-12-16 09:44:00","/wp-content/uploads/2016/12/recipes-Mini-Apple-Pear-Tarte-Tatin-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20181216-2016-12-16-mini-apple-pear-tarte-tatin-video-recipe.md","Mini Apple Pear Tarte Tatin — A classic, delightful looking and easy to make miniature bite sized version of a divine French dessert. The aroma, the texture, the flavor, and color is mind-boggling. These Mini Apple Pear Tarte Tatin are a dessert made into perfection."
"http://localhost:1313/mix-vegetable-pakora-video-recipe/","Mix Vegetable Pakora | Video Recipe","Anupama Paliwal","2019-01-21 15:04:48","/wp-content/uploads/2016/01/recipes-Mix-Veg-Pakora-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190121-2016-01-21-mix-vegetable-pakora-video-recipe.md","Mix Veg Pakoras are an easy to make Indian starter or snack or appetizer which are prepared with chickpea flour and spices."
"http://localhost:1313/samosa-french-loaf-with-coriander-chutney-video/","Samosa French Loaf With Coriander Chutney | Video","Anupama Paliwal","2019-03-21 12:44:20","/wp-content/uploads/2016/03/recipes-Samosa-French-Loaf-With-Coriander-Chutney-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190321-2016-03-21-samosa-french-loaf-with-coriander-chutney-video.md","Do you want to know how it feels like when you have a combo of Samosa French loaf + Green Chutney? It’s simply heavenly. It’s basically like a samosa wrapped in french loaf and served with lush green chutney. Plus, the loaf has no onion and garlic. I promise it’s probably one of the best “samosas” you’ll eat. I mean, it has french loaf which is paired with some spicy potato peas stuffing — it is easy too. They are just AWESOME for weight watchers. They are not deep-fried. So a guilt-free treat too."
"http://localhost:1313/almond-peas-curry/","Almond Peas Curry - Matar Badam Curry","Anupama Paliwal","2019-02-20 17:13:52","/wp-content/uploads/2015/02/recipe-almond-peas-curry-anupama-paliwal-my-ginger-garlic-kitchen-6-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190220-2015-02-20-almond-peas-curry.md","Almond Peas Curry - Matar Badam Curry is a spicy, a little tangy, slightly sweet and full of that yummy curry flavor."
"http://localhost:1313/strawberry-masala-chaas-spiced-strawberry-buttermilk/","Strawberry Masala Chaas (Spiced Strawberry Buttermilk)","Anupama Paliwal","2018-07-01 08:33:06","/wp-content/uploads/2015/07/recipe-strawberry-masala-chaas-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180701-2015-07-01-strawberry-masala-chaas-spiced-strawberry-buttermilk.md","Strawberry Masala Chaas (Spiced Strawberry Buttermilk)is a strawberry flavoured spiced North Indian buttermilk. It is healthy and refreshing drink — a perfect treat for the summer."
"http://localhost:1313/mint-coriander-tandoori-roti-video-recipe/","Mint Coriander Tandoori Roti | VIDEO RECIPE","Anupama Paliwal","2018-06-03 13:45:53","/wp-content/uploads/2016/06/recipes-Mint-Coriander-Tandoori-Roti-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180603-2016-06-03-mint-coriander-tandoori-roti-video-recipe.md","Mint Coriander Tandoori roti is a tweaked and aromatic version of very popular Indian flatbread which is made from whole-wheat flour which is usually made in a clay oven called a tandoor."
"http://localhost:1313/15-minutes-no-oil-green-thai-curry-chow-mein-noodles/","15 minutes No Oil Green Thai Curry Chow-Mein Noodles","Anupama Paliwal","2018-07-03 10:27:54","/wp-content/uploads/2015/07/recipe-no-oil-thai-green-curry-chow-mein-noodles-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20180703-2015-07-03-15-minutes-no-oil-green-thai-curry-chow-mein-noodles.md","15 minutes No Oil Green Thai Curry Chow-Mein Noodles. This noodle is so simple and utterly delicious. This 15 minutes No Oil Thai Green Curry Chow-Mein Noodles is possibly one of the easiest recipes I have posted as a full meal."
"http://localhost:1313/cholar-dal-bengali-style-bengal-gram/","Cholar Dal - Bengal Style Bengal Gram","Anupama Paliwal","2019-03-17 19:17:46","/wp-content/uploads/2015/03/recipe-cholar-dal-anupama-paliwal-my-ginger-garlic-kitchen-FI.jpg","/Users/anu/GitHub/2019-HUGO-MGGK-WEBSITE-OFFICIAL/content/blog/_DONE_2_easyrecipe/20190317-2015-03-17-cholar-dal-bengali-style-bengal-gram.md","Cholar Dal - Bengali Style Bengal Gram is a delicious lentil dish made with Bengal gram. This is slightly sweet and fragrant due to the addition of sugar and whole spices or garam masala. This dal is mildly spicy, packed with nutrients and lots of seasoning. This is also rich in proteins."
