URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url11,https://www.vegrecipesofindia.com/achari-paneer-tikka-recipe-tikka-recipes/,11.4,2321,2415,2.592,2.589,2021-06-27T15:57:41,2021-06-27T15:57:41,2021-06-28T17:50:19,tikka - masala - achari - powder - teaspoon - seeds - oven - paneer - cubes - dry,Achari Paneer Tikka » Dassana's Veg Recipes,Achari Paneer Tikka with step by step photos. Achari Paneer Tikka is delicious variation of the popular paneer tikka flavored with pickling spices.
url12,https://www.vegrecipesofindia.com/adai-recipe/,10.4,2088,2200,1.192,0.967,2022-11-20T12:00:00,2022-11-20T12:00:00,2023-02-10T17:15:14,add - lentils - batter - adai - chopped - recipe - dal - rice - dosa - cup,Adai Recipe | How to make Adai Dosa,"Adai or Adai Dosa is a recipe of protein-rich, savory crepes made in South India with rice and lentils batter that is seasoned and spiced."
url13,https://www.vegrecipesofindia.com/ajwain-paratha/,6.9,1432,1454,2.586,2.586,2021-06-29T09:33:59,2021-06-29T09:33:59,2021-06-29T09:36:47,parathas - flatbread - carom - seeds - oil - ajwain - ghee - recipe - paratha - hot - dough,Ajwain Paratha | How to make Ajwain ka Paratha » Dassana's Veg Recipes,Ajwain paratha recipe with step-by-step photos. These ajwain paratha are stuffed with ajwain (carom seeds) making the paratha aromatic as well as delicious.
url14,https://www.vegrecipesofindia.com/akkha-masoor-recipe/,8.5,1736,1806,1.019,1.019,2023-01-22T12:22:54,2023-01-22T12:22:54,2023-01-22T12:23:09,masoor - pressure - add - lentils - kolhapuri - chopped - recipe - water - style - heat - akkha - cup,Akkha Masoor (Kolhapuri Style) » Dassana's Veg Recipes,Akkha Masoor with step by step photos. Spiced whole red lentils or brown lentils or whole masoor preparation from the Kolhapuri Cuisine.
url15,https://www.vegrecipesofindia.com/akki-roti-recipe/,14.1,2734,2980,2.214,0.981,2021-11-12T14:45:00,2021-11-12T14:45:00,2023-02-05T16:06:33,veg - finely - dough - add - flour - water - recipe - rice - akki - dassanas - roti - tawa - recipes,Akki Roti (2 Ways) | Akki Rotti | Rice Roti » Dassana's Veg Recipes,"Akki roti or akki rotti is a delicious gluten-free flatbread recipe made with rice flour, veggies, coconut, herbs. Choose from 2 easy methods"
url16,https://www.vegrecipesofindia.com/almond-halwa-badam-halwa-recipe/,9.5,1974,2013,2.611,0.934,2021-06-20T10:09:19,2021-06-20T10:09:19,2023-02-22T15:38:06,almond - till - indian - rich - add - cook - almonds - stir - recipe - ghee - badam - halwa - south,Badam Halwa Recipe | Rich South Indian Almond Halwa,"A delicious, melt in the mouth Badam Halwa recipe to make the best halwa similar to the badam halwa you get in South Indian sweet shops."
url17,https://www.vegrecipesofindia.com/aloo-65-potato-65/,9.2,1930,1945,1.595,1.595,2022-06-26T10:02:04,2022-06-26T10:02:04,2022-06-26T10:02:06,vitamin - potatoes - oil - batter - teaspoon - recipe - flour - aloo - 65 - potato,Aloo 65 | Potato 65 » Dassana's Veg Recipes,Aloo 65 recipe with stepwise pics. Potato 65 or Aloo 65 is a spicy snack of batter coated potato cubes fried until golden.
url18,https://www.vegrecipesofindia.com/aloo-baingan-potatoes-with-green-eggplant-recipe/,8.3,1748,1750,2.638,2.638,2021-06-10T15:29:51,2021-06-10T15:29:51,2021-06-10T16:07:30,dish - powder - bharwa - potatoes - eggplants - recipe - baingan - stuffed - baby - eggplant,Bharwa Baingan (Indian Stuffed Eggplant) | How to make Bharwa Baingan,My classic Bharwa Baingan recipe is simple to prepare in just 30 minutes as a comforting meal. Make this Indian Stuffed Eggplant today.
url19,https://www.vegrecipesofindia.com/aloo-baingan-recipe-aloo-baingan/,7.5,1619,1600,2.285,2.285,2021-10-17T10:33:14,2021-10-17T10:33:14,2021-10-17T10:38:46,powder - potatoes - oil - teaspoon - recipe - ki - baingan - aloo - sabji - brinjals,Baingan ki Sabji | Aloo Baingan ki Sabji | Aloo Baingan Recipe,Baingan ki Sabji with step by step photos - This Punjabi aloo baingan sabji recipe is my mom-in-law's super easy and simple recipe.
url20,https://www.vegrecipesofindia.com/aloo-bhaja-recipe/,6.6,1396,1389,0.507,0.507,2023-07-28T17:49:40,2023-07-28T17:49:40,2023-07-28T17:50:23,vitamin - add - oil - potatoes - potato - alu - bhaja - style - slices - fry - recipe - aloo - bengali,Aloo Bhaja | Bengali Style Alu Bhaja,"Aloo Bhaja recipe with stepwise photos. Alu Bhaja is delicious crispy fried potato slices, a special from Bengali cuisine."
url21,https://www.vegrecipesofindia.com/aloo-bhindi-recipe-authentic-recipe-for-aloo-bhindi-fried-aloo-bhindi/,9.1,1718,1924,3.047,3.047,2021-01-12T09:17:31,2021-01-12T09:17:31,2021-01-12T12:17:49,okra - add - powder - potatoes - teaspoon - oil - recipe - bhindi - aloo - spiced - dry,Aloo Bhindi - Spiced Potatoes and Okra » Dassana's Veg Recipes,"This delicious aloo bhindi recipe is a lightly spiced delicious dry curry made with okra, potatoes and spices in an onion tomato base."
url22,https://www.vegrecipesofindia.com/aloo-bonda-recipe-potato-bonda/,5.9,1206,1243,1.093,1.093,2022-12-26T13:46:45,2022-12-26T13:46:45,2022-12-26T13:50:00,add - mixture - teaspoon - potatoes - batter - powder - flour - aloo - bonda - potato,Aloo Bonda | Potato Bonda » Dassana's Veg Recipes,Aloo Bonda recipe with step by step photos - aloo bonda is a deep fried tasty snack made with gram flour batter and stuffed with spiced mashed potatoes. you can serve aloo bonda with coconut chutney or tomato ketchup or coriander chutney.
url23,https://www.vegrecipesofindia.com/aloo-capsicum-indian-recipe-made-with-capsicum-potatoes/,8.8,1685,1865,2.888,2.888,2021-03-11T17:28:54,2021-03-11T17:28:54,2021-03-11T17:42:01,add - powder - mirch - potatoes - recipe - shimla - ki - capsicum - sabji - aloo,Shimla Mirch ki Sabji (Aloo Capsicum) » Dassana's Veg Recipes,"Shimla mirch ki sabji is a tangy, hearty dish of green bell peppers (capsicum) and potatoes. This quick aloo capsicum is ready in 30 minutes."
url24,https://www.vegrecipesofindia.com/aloo-chaat-recipe/,12.9,2517,2740,0.762,0.677,2023-04-26T13:15:58,2023-04-26T13:15:58,2023-05-27T14:51:53,add - potatoes - green - street - recipe - fry - style - chaat - chutney - aloo - cubes - potato,Aloo Chaat Recipe (Street Style) » Dassana's Veg Recipes,"Aloo Chaat or Aloo Chat is a popular street food of crispy fried potatoes with spicy and sweet chutneys, ground spice powders and herbs."
url25,https://www.vegrecipesofindia.com/aloo-chana-chaat-recipe/,6.4,1361,1365,2.025,2.025,2022-01-20T17:07:18,2022-01-20T17:07:18,2022-01-20T17:07:20,chickpeas - add - potatoes - chopped - water - chaat - sev - chutney - aloo - chana,Aloo Chana Chaat » Dassana's Veg Recipes,"Aloo Chana Chaat Recipe with step by step photos. Spicy, tangy, sweet chaat made with boiled potatoes and white chickpeas."
url26,https://www.vegrecipesofindia.com/aloo-chokha-recipe/,3.8,798,809,1.011,1.011,2023-01-25T13:19:24,2023-01-25T13:19:24,2023-01-25T13:19:27,chokha - indian - teaspoon - potatoes - chopped - recipe - lemon - aloo - ½ - litti,Aloo Chokha | Bihari Aloo ka Chokha » Dassana's Veg Recipes,Aloo Chokha with step by step photos. Spiced mashed potatoes from the Bihari cuisine. Aloo ka chokha is served with litti chokha.
url27,https://www.vegrecipesofindia.com/aloo-chole-masala-aloo-chana/,7.7,1642,1633,2.288,2.288,2021-10-16T11:35:01,2021-10-16T11:35:01,2021-10-16T11:39:20,chickpeas - add - cook - potatoes - powder - pomegranate - chana - ki - water - sabji - curry - aloo - chickpea - chole - potato,Aloo Chole ki sabji | Chickpea and Potato Curry » Dassana's Veg Recipes,Aloo chole ki sabzi recipe with step by step photos - This Chickpea and potato curry is a delicious Punjabi dish made with potatoes and white chickpeas. this aloo chole sabzi recipe is usually had for breakfast and is served with hot pooris.
url28,https://www.vegrecipesofindia.com/aloo-chop-recipe/,8.5,1763,1806,1.011,1.011,2023-01-25T17:53:20,2023-01-25T17:53:20,2023-01-25T17:53:23,add - teaspoon - potatoes - batter - oil - required - alur - recipe - aloor - chop - aloo - besan - potato,Aloo Chop Recipe | Alur Chop | Aloor Chop » Dassana's Veg Recipes,Aloo chop recipe with step by step pics. Alur chop is a delicious Bengali fried snack. this tasty snack is also known as alur chop or aloor chop.
url29,https://www.vegrecipesofindia.com/aloo-fry-recipe-potato-fry/,7.4,1573,1579,2.616,0.918,2021-06-18T08:21:30,2021-06-18T08:21:30,2023-02-28T14:33:14,dish - easy - indian - add - quick - powder - potatoes - oil - teaspoon - recipe - fry - style - aloo - north - dry - potato,Potato Fry Recipe | Easy & Quick Aloo Fry (North Indian Style),"Potato fry or Aloo Fry is an easy, flavorful, savory dish of sautéed potatoes. This is a North Indian recipe of sautéed potatoes with spices."
url30,https://www.vegrecipesofindia.com/aloo-gajar-matar-recipe/,7.7,1576,1631,1.471,1.471,2022-08-10T12:54:13,2022-08-10T12:54:13,2022-08-10T13:06:20,tablespoons - add - gajar - chopped - recipe - water - aloo - matar - carrots - green,Aloo Gajar Matar Recipe » Dassana's Veg Recipes,"Aloo Gajar Matar Recipe with stepwise pics. This is a quick Punjabi style Aloo Gajar Matar ki sabji made with potatoes, carrots and green peas"
url31,https://www.vegrecipesofindia.com/aloo-gajar-sabzi-recipe/,5.7,1238,1207,1.156,1.156,2022-12-03T14:40:18,2022-12-03T14:40:18,2022-12-03T17:40:35,till - add - oil - potatoes - gajar - chopped - ki - aloo - sabji - carrots,Aloo Gajar Ki Sabji | How to make Aloo Gajar Sabzi,Aloo gajar recipe with stepwise photos. delicious sabzi made with potatoes and carrots. aloo gajar recipe goes very well as tiffin box lunch
url32,https://www.vegrecipesofindia.com/aloo-gobi-matar-recipe/,6.8,1424,1435,1.753,1.753,2022-04-29T11:45:24,2022-04-29T11:45:24,2022-04-29T11:47:14,cups - masala - add - teaspoon - gobi - chopped - water - aloo - curry - matar,Aloo Gobi Matar » Dassana's Veg Recipes,"Aloo Gobi Matar recipe with stepwise photos. This is a lightly spiced delicious curry made with potatoes, cauliflower and green peas."
url33,https://www.vegrecipesofindia.com/aloo-gobi-recipe-punjabialoo-gobi/,17.8,3541,3765,2.436,0.762,2021-08-23T09:12:14,2021-08-23T09:12:14,2023-04-26T18:11:19,masala - cauliflower - ways - add - powder - potatoes - gobi - recipe - ki - water - curry - aloo - sabji - minutes,Aloo Gobi (2 Ways) | Aloo Gobi Curry & Aloo Gobi Sabzi,"In this post, I am sharing 2 delicious variations of Aloo Gobi. Rich Restaurant Style Aloo Gobi Curry and Home Style Punjabi Aloo Gobi Sabzi. Aloo Gobi is a delicious Indian dish made with cauliflower and potatoes."
url34,https://www.vegrecipesofindia.com/aloo-kofta-gravy-recipe/,8.6,1801,1827,1.058,1.058,2023-01-08T11:04:19,2023-01-08T11:04:19,2023-01-08T11:04:23,cheese - kofta - add - powder - teaspoon - potatoes - gravy - koftas - aloo - ½,Aloo Kofta » Dassana's Veg Recipes,"Aloo Kofta Recipe with step by step photos. Potato cheese koftas in a creamy, rich makhani style gravy. the aloo kofta gravy is not a simple homely one, but slightly rich and restaurant style. it tastes more like a makhani gravy."
url35,https://www.vegrecipesofindia.com/aloo-kulcha-recipe/,12.6,2636,2677,1.953,1.953,2022-02-15T10:24:27,2022-02-15T10:24:27,2022-02-15T10:27:31,add - stuffing - powder - teaspoon - potatoes - flour - kulcha - aloo - ½ - dough,Aloo Kulcha » Dassana's Veg Recipes,Aloo Kulcha are soft leavened flatbreads stuffed with a mashed potato filling. The popular aloo kulcha recipe is from the Punjabi cuisine.
url36,https://www.vegrecipesofindia.com/aloo-masala-grilled-sandwich-recipe/,6.2,1290,1315,2.6,0.762,2021-06-24T12:58:27,2021-06-24T12:58:27,2023-04-26T10:52:13,cheese - sandwich - vitamin - butter - powder - teaspoon - potatoes - sandwiches - aloo - bread - potato,Potato Sandwich | Aloo Sandwich » Dassana's Veg Recipes,"Potato sandwich recipe with step by step photos - To make these grilled sandwiches with a spiced potato stuffing is very easy. all you need are some boiled potatoes, spices, butter and bread. i have used the same recipe for the spiced potato stuffing masala, which i always make for aloo paratha."
url37,https://www.vegrecipesofindia.com/aloo-matar-curry-aloo-matar-gravy/,10.4,2186,2195,1.247,0.967,2022-10-31T17:55:13,2022-10-31T17:55:13,2023-02-10T01:22:53,add - powder - potatoes - paste - chopped - mutter - recipe - curry - aloo - peas - matar - punjabi,Aloo Matar Recipe | Punjabi Aloo Mutter,"Aloo Matar or aloo mutter is one of the most comforting Punjabi curries. Try this simple, easy recipe of potato and pea curry today."
url38,https://www.vegrecipesofindia.com/aloo-methi-recipe-dry-aloo-methi-recipe/,13.0,2692,2747,1.058,1.058,2023-01-08T14:44:56,2023-01-08T14:44:56,2023-01-08T15:56:18,add - potatoes - fenugreek - oil - recipe - water - leaves - aloo - methi - minutes,Aloo Methi Recipe » Dassana's Veg Recipes,Aloo methi is a classic Punjabi side dish made with potatoes and fenugreek leaves. Here I share my family’s authentic aloo methi sabji recipe
url39,https://www.vegrecipesofindia.com/aloo-pakora-aloo-bajji/,17.0,3017,3610,2.707,0.781,2021-05-16T12:47:55,2021-05-16T12:47:55,2023-04-19T15:52:59,pakora - indian - oil - potatoes - batter - fry - pakoras - aloo - hot - fritters - potato,Aloo Pakora (Potato Bajji) » Dassana's Veg Recipes,"Aloo pakora are soft melt-in-the-mouth fried potato fritters coated in a delicious, golden, crispy batter. It is also known as potato bajji."
url40,https://www.vegrecipesofindia.com/aloo-palak-sabzi-recipe/,8.3,1755,1761,1.411,0.937,2022-09-01T17:56:44,2022-09-01T17:56:44,2023-02-21T16:32:49,till - add - potatoes - teaspoon - chopped - palak - ki - leaves - spinach - sabji - sabzi,Palak Ki Sabji | Palak Sabzi » Dassana's Veg Recipes,"Palak Ki Sabji recipe with stepwise pics. This healthy Palak Sabzi is a comforting, dry potato and spinach preparation."
url41,https://www.vegrecipesofindia.com/aloo-palak/,10.6,2245,2255,2.326,0.937,2021-10-02T11:30:00,2021-10-02T11:30:00,2023-02-21T16:06:48,add - potatoes - teaspoon - palak - water - leaves - heat - spinach - aloo - curry,Aloo Palak | Spinach Curry with Potatoes,"This classic aloo palak features fork-tender potatoes in a smooth, lightly spiced creamy spinach curry or sauce. It‚Äôs a flavorful Indian curry"
url42,https://www.vegrecipesofindia.com/aloo-paneer-recipe/,8.5,1778,1810,1.723,0.677,2022-05-10T08:20:00,2022-05-10T08:20:00,2023-05-27T14:34:55,masala - add - potatoes - teaspoon - chopped - recipe - water - paneer - aloo - medium,Aloo Paneer Recipe » Dassana's Veg Recipes,"Aloo Paneer Recipe is a tasty creamy curry made with potatoes and paneer in a base of onions, tomatoes and cashews. Best with chapati or roti"
url43,https://www.vegrecipesofindia.com/aloo-paneer-tikki/,9.2,1915,1947,2.395,0.677,2021-09-07T12:12:54,2021-09-07T12:12:54,2023-05-27T14:45:20,skillet - add - mixture - potatoes - oil - tikki - fry - paneer - cornflour - patties,Paneer Patties | Aloo Paneer Tikki » Dassana's Veg Recipes,"Paneer Patties is an easy, quick and tasty cottage snack made with a handful of ingredients like Indian cottage cheese, mashed potatoes, cornflour and seasonings."
url44,https://www.vegrecipesofindia.com/aloo-paratha-indian-bread-stuffed-with-potato-filling/,17.7,3500,3753,1.244,0.877,2022-11-01T17:33:12,2022-11-01T17:33:12,2023-03-15T12:54:25,parathas - add - mashed - powder - potatoes - oil - homemade - potato - recipe - style - aloo - paratha - punjabi - dough,Aloo Paratha Recipe (Homemade Punjabi Style),You're going to love Punjabi Aloo Paratha or aloo ka paratha! This potato stuffed flatbread is a popular Indian breakfast that is so good.
url45,https://www.vegrecipesofindia.com/aloo-parwal-recipe/,6.4,1310,1360,1.134,0.962,2022-12-11T13:45:44,2022-12-11T13:45:44,2023-02-12T11:15:57,easy - vitamin - add - powder - teaspoon - seeds - parwal - potatoes - recipe - ki - ¼ - sabji - aloo,Parwal ki Sabji | Easy Parwal Recipe | Aloo Parwal,"Parwal ki sabji recipe with step by step photos - This aloo parwal recipe is a dry, slightly tangy dish made with potatoes and pointed gourd (parwal). this is a punjabi recipe which we make at home. the aloo parwal sabzi recipe is similar to the way we make other dry veggie dishes with potatoes"
url46,https://www.vegrecipesofindia.com/aloo-patta-gobhi-sabzi-recipe/,6.6,1382,1407,2.03,2.03,2022-01-18T17:38:23,2022-01-18T17:38:23,2022-01-18T17:38:26,dish - patta - cabbage - add - potatoes - teaspoon - chopped - recipe - gobhi - ki - water - sabji - ½,Patta Gobhi Recipe | Patta Gobhi ki Sabji | Cabbage Sabzi,Patta Gobhi Recipe with stepwise photos. This Patta Gobhi ki Sabji is a simple homely recipe of a punjabi style semi-dry potato cabbage curry.
url47,https://www.vegrecipesofindia.com/aloo-poori-punjabi-aloo-poori/,9.1,1925,1929,1.227,1.23,2022-11-07T06:25:00,2022-11-07T06:25:00,2022-11-06T16:37:01,add - powder - oil - puri - teaspoon - potatoes - chopped - recipe - aloo - sabzi,Aloo Puri (Aloo Poori) | Potato Curry With Indian Fried Bread,Aloo Puri with recipes of both aloo sabzi (potato curry) & puri (fried bread). A delicious Punjabi Aloo Poori recipe for breakfast or lunch.
url48,https://www.vegrecipesofindia.com/aloo-posto-recipe/,11.4,2408,2420,0.068,0.068,2024-01-04T21:48:13,2024-01-04T21:48:13,2024-01-04T22:36:22,add - seeds - potatoes - paste - recipe - poppy - water - aloo - posto - bengali,Aloo Posto Recipe » Dassana's Veg Recipes,Aloo Posto recipe with stepwise photos. This is a traditional Bengali recipe of potatoes in a lightly spiced poppy seeds paste.
url49,https://www.vegrecipesofindia.com/aloo-potol-er-dalna-recipe/,10.6,2205,2256,0.962,0.962,2023-02-12T11:04:36,2023-02-12T11:04:36,2023-02-12T11:16:17,add - seeds - teaspoon - parwal - recipe - fry - potol - aloo - curry - bengali,Potol Recipe | Bengali Aloo Potol er Dalna,Aloo Potol Recipe with stepwise photos. This Bengali Potol Recipe is made with potato and pointed gourd. Also known as Aloo Potoler Dalna.
url50,https://www.vegrecipesofindia.com/aloo-raita-recipe-potato-raita/,5.4,1126,1145,2.268,2.268,2021-10-23T05:11:23,2021-10-23T05:11:23,2021-10-23T17:18:24,yogurt - add - powder - potatoes - chopped - raita - aloo - rice - serving - potato,Aloo Raita | Potato raita » Dassana's Veg Recipes,Aloo Raita with step by step photos. This is a simple and easy raita made with boiled potatoes and spices. It accompanies any rice based dish very well
url51,https://www.vegrecipesofindia.com/aloo-rasedar-recipe/,8.8,1856,1872,1.526,1.526,2022-07-21T17:22:56,2022-07-21T17:22:56,2022-07-21T17:28:54,vitamin - add - powder - potatoes - teaspoon - gravy - chopped - aloo - rasedar - tomatoes,Aloo Rasedar » Dassana's Veg Recipes,"Aloo Rasedar recipe with stepwise pics. Spiced and tasty potato gravy from the cuisine of Uttar Pradesh. This is a no onion, no garlic recipe"
url52,https://www.vegrecipesofindia.com/aloo-tamatar-sabzi-navratri-recipes/,6.7,1442,1429,1.088,0.978,2022-12-28T15:50:57,2022-12-28T15:50:57,2023-02-06T12:59:21,easy - vitamin - add - potatoes - tamatar - chopped - recipe - ki - aloo - sabji - tomatoes - satvik,Easy Aloo ki Sabji | SatvikÂ Aloo Tamatar Ki Sabji,"Aloo Ki Sabji recipe with stepwise photos. This is a no onion, no garlic and satvik Aloo Tamatar ki Sabji, perfect during fasts or vrats."
url53,https://www.vegrecipesofindia.com/aloo-tikka-recipe-tandoori-aloo/,11.9,2475,2525,1.499,1.499,2022-07-31T14:54:05,2022-07-31T14:54:05,2022-07-31T17:43:52,tikka - yogurt - add - powder - potatoes - teaspoon - recipe - oven - aloo - tandoori,Tandoori Aloo | Aloo Tikka » Dassana's Veg Recipes,"Tandoori Aloo recipe with stepwise pics. Tandoori Aloo Tikka is marinated potatoes, which are either grilled or pan fried."
url54,https://www.vegrecipesofindia.com/aloo-tikki-aloo-pattice-recipe-made-from-leftover-potatoes/,16.0,3185,3389,1.54,0.984,2022-07-16T16:40:50,2022-07-16T16:40:50,2023-02-04T17:46:23,indian - add - powder - potatoes - green - teaspoon - tikki - recipe - flour - aloo - peas - patties - potato,Aloo Tikki Recipe (Indian Potato Patties) » Dassana's Veg Recipes,"Aloo Tikki is a popular North Indian snack of crispy potato patties. A basic Aloo Tikki recipe has potatoes, spices, herbs and breadcrumbs."
url55,https://www.vegrecipesofindia.com/aloo-tikki-burger/,9.3,1954,1969,1.186,1.186,2022-11-22T11:46:08,2022-11-22T11:46:08,2022-11-22T12:50:17,coriander - vitamin - burger - buns - tikki - recipe - chutney - aloo - patties - potato,Aloo Tikki Burger (Potato Burger) » Dassana's Veg Recipes,"My Aloo Tikki Burger recipe is a home run! Crisp golden potato patties are sandwiched between burger buns, topped with veggies & 2 chutneys."
url56,https://www.vegrecipesofindia.com/aloo-tikki-chaat-recipe/,8.7,1827,1842,1.23,1.23,2022-11-06T16:28:12,2022-11-06T16:28:12,2022-11-06T16:25:34,add - powder - teaspoon - potatoes - tikki - recipe - chaat - chutney - aloo - tikkis,Aloo Tikki Chaat » Dassana's Veg Recipes,"Aloo Tikki Chaat recipe is a spicy, tangy and super delicious snack of crispy fried potato patties topped with chutneys, curd, chaat masala."
url57,https://www.vegrecipesofindia.com/aloo-tikki-chole/,6.7,1452,1415,1.156,1.156,2022-12-03T09:03:56,2022-12-03T09:03:56,2022-12-03T09:06:09,masala - powder - teaspoon - potatoes - tikki - recipe - chaat - chutney - aloo - chole,Aloo Tikki Chole » Dassana's Veg Recipes,Aloo Tikki Chole or Chole Aloo Tikki is a much-loved chaat dish that can be seen and enjoyed on the streets of North Indian cities.
url58,https://www.vegrecipesofindia.com/aloo-tikki-frankie-recipe/,13.3,2644,2819,2.641,2.641,2021-06-09T13:00:05,2021-06-09T13:00:05,2021-06-09T13:58:07,yogurt - add - powder - teaspoon - tikki - rotis - recipe - frankie - aloo - roti,Frankie Recipe (Veg Frankie) » Dassana's Veg Recipes,"Delicious frankie recipe of thin wheat roti filled with crisp aloo tikki, veggies and yogurt raita. Overall a simple and tasty veg frankie."
url59,https://www.vegrecipesofindia.com/aloo-tuk-fried-potatoes-sindhi-recipe/,7.5,1548,1591,2.595,2.595,2021-06-26T17:58:39,2021-06-26T17:58:39,2021-06-26T18:40:51,tuk - salt - potatoes - powder - oil - teaspoon - fried - slices - aloo - potato,"Aloo Tuk Recipe, How to make aloo tuk | Sindhi aloo took","Aloo Tuk recipe with step by step photos - Aloo tuk is a popular Sindhi snack of crispy, fried and spiced potato slices."
